dataset,scenario,technology_case,formulation,run_dir,elapsed_seconds,annual_profit_SEK,best_lb_SEK,final_ub_SEK,lbbd_gap_pct,iterations,cuts_generated,cuts_added_last_iter,energy_redirected_kWh,PV_panels_installed,battery_units_installed,chargers_slow_installed,chargers_medium_installed,chargers_fast_installed,grid_total_kWh,pv_used_total_kWh,battery_discharge_kWh,max_abs_soc_gap_Jan0_Dec48_kWh,slack_penalty_SEK
full,with_redirection,noPV_noBESS,LBBD_noPV_noBESS_type_aware_redirection,C:\Users\omkarp\Downloads\Opti\runs\2026-06-22_151451_full_with_redirection_LBBD_noPV_noBESS,26675.163295030594,485281656.57552063,485363759.3470746,485461453.07229924,0.02012793978603482,10,5299,403,1273501.2892599278,0.0,0.0,210.0,2186.0,181.0,115162620.46551377,0.0,0.0,0.0,0.0
