HexID,Month,TimeIndex,DestinationType,W_in_kWh_day,W_in_kWh_annual,E_public_by_dest_type_kWh_day,E_public_by_dest_type_kWh_annual
0,January,33,slow,0.0,0.0,0.0,0.0
0,January,33,medium,0.0,0.0,0.0,0.0
0,January,33,fast,0.0,0.0,0.0,0.0
0,January,34,slow,0.0,0.0,0.0,0.0
0,January,34,medium,0.0,0.0,0.0,0.0
0,January,34,fast,0.0,0.0,0.0,0.0
0,January,35,slow,0.0,0.0,0.0,0.0
0,January,35,medium,0.0,0.0,0.0,0.0
0,January,35,fast,0.0,0.0,0.0,0.0
0,January,36,slow,0.0,0.0,0.0,0.0
0,January,36,medium,0.0,0.0,0.0,0.0
0,January,36,fast,0.0,0.0,0.0,0.0
0,January,37,slow,0.0,0.0,0.0,0.0
0,January,37,medium,0.0,0.0,0.0,0.0
0,January,37,fast,0.0,0.0,0.0,0.0
0,January,38,slow,0.0,0.0,0.0,0.0
0,January,38,medium,0.0,0.0,0.0,0.0
0,January,38,fast,0.0,0.0,0.0,0.0
0,January,39,slow,0.0,0.0,0.0,0.0
0,January,39,medium,0.0,0.0,0.0,0.0
0,January,39,fast,0.0,0.0,0.0,0.0
0,January,40,slow,0.0,0.0,0.0,0.0
0,January,40,medium,0.0,0.0,0.0,0.0
0,January,40,fast,0.0,0.0,0.0,0.0
0,January,41,slow,0.0,0.0,0.0,0.0
0,January,41,medium,0.0,0.0,0.0,0.0
0,January,41,fast,0.0,0.0,0.0,0.0
0,January,42,slow,0.0,0.0,0.0,0.0
0,January,42,medium,0.0,0.0,0.0,0.0
0,January,42,fast,0.0,0.0,0.0,0.0
0,January,43,slow,0.0,0.0,0.0,0.0
0,January,43,medium,0.0,0.0,0.0,0.0
0,January,43,fast,0.0,0.0,0.0,0.0
0,January,44,slow,0.0,0.0,0.0,0.0
0,January,44,medium,0.0,0.0,0.0,0.0
0,January,44,fast,0.0,0.0,0.0,0.0
0,January,45,slow,0.0,0.0,0.0,0.0
0,January,45,medium,0.0,0.0,0.0,0.0
0,January,45,fast,0.0,0.0,0.0,0.0
0,January,46,slow,0.0,0.0,0.0,0.0
0,January,46,medium,0.0,0.0,0.0,0.0
0,January,46,fast,0.0,0.0,0.0,0.0
0,January,47,slow,0.0,0.0,0.0,0.0
0,January,47,medium,0.0,0.0,0.0,0.0
0,January,47,fast,0.0,0.0,0.0,0.0
0,January,48,slow,0.0,0.0,0.0,0.0
0,January,48,medium,0.0,0.0,0.0,0.0
0,January,48,fast,0.0,0.0,0.0,0.0
0,February,1,slow,0.0,0.0,0.0,0.0
0,February,1,medium,0.0,0.0,0.0,0.0
0,February,1,fast,0.0,0.0,0.0,0.0
0,February,2,slow,0.0,0.0,0.0,0.0
0,February,2,medium,0.0,0.0,0.0,0.0
0,February,2,fast,0.0,0.0,0.0,0.0
0,February,3,slow,0.0,0.0,0.0,0.0
0,February,3,medium,0.0,0.0,0.0,0.0
0,February,3,fast,0.0,0.0,0.0,0.0
0,February,4,slow,0.0,0.0,0.0,0.0
0,February,4,medium,0.0,0.0,0.0,0.0
0,February,4,fast,0.0,0.0,0.0,0.0
0,February,5,slow,0.0,0.0,0.0,0.0
0,February,5,medium,0.0,0.0,0.0,0.0
0,February,5,fast,0.0,0.0,0.0,0.0
0,February,6,slow,0.0,0.0,0.0,0.0
0,February,6,medium,0.0,0.0,0.0,0.0
0,February,6,fast,0.0,0.0,0.0,0.0
0,February,7,slow,0.0,0.0,0.0,0.0
0,February,7,medium,0.0,0.0,0.0,0.0
0,February,7,fast,0.0,0.0,0.0,0.0
0,February,8,slow,0.0,0.0,0.0,0.0
0,February,8,medium,0.0,0.0,0.0,0.0
0,February,8,fast,0.0,0.0,0.0,0.0
0,February,9,slow,0.0,0.0,0.0,0.0
0,February,9,medium,0.0,0.0,0.0,0.0
0,February,9,fast,0.0,0.0,0.0,0.0
0,February,10,slow,0.0,0.0,0.0,0.0
0,February,10,medium,0.0,0.0,0.0,0.0
0,February,10,fast,0.0,0.0,0.0,0.0
0,February,11,slow,0.0,0.0,0.0,0.0
0,February,11,medium,0.0,0.0,0.0,0.0
0,February,11,fast,0.0,0.0,0.0,0.0
0,February,12,slow,0.0,0.0,0.0,0.0
0,February,12,medium,0.0,0.0,0.0,0.0
0,February,12,fast,0.0,0.0,0.0,0.0
0,February,13,slow,0.0,0.0,0.0,0.0
0,February,13,medium,0.0,0.0,0.0,0.0
0,February,13,fast,0.0,0.0,0.0,0.0
0,February,14,slow,0.0,0.0,0.0,0.0
0,February,14,medium,0.0,0.0,0.0,0.0
0,February,14,fast,0.0,0.0,0.0,0.0
0,February,15,slow,0.0,0.0,0.0,0.0
0,February,15,medium,0.0,0.0,0.0,0.0
0,February,15,fast,0.0,0.0,0.0,0.0
0,February,16,slow,0.0,0.0,0.0,0.0
0,February,16,medium,0.0,0.0,0.0,0.0
0,February,16,fast,0.0,0.0,0.0,0.0
0,February,17,slow,0.0,0.0,0.0,0.0
0,February,17,medium,0.0,0.0,0.0,0.0
0,February,17,fast,0.0,0.0,0.0,0.0
0,February,18,slow,0.0,0.0,0.0,0.0
0,February,18,medium,0.0,0.0,0.0,0.0
0,February,18,fast,0.0,0.0,0.0,0.0
0,February,19,slow,0.0,0.0,0.0,0.0
0,February,19,medium,0.0,0.0,0.0,0.0
0,February,19,fast,0.0,0.0,0.0,0.0
0,February,20,slow,0.0,0.0,0.0,0.0
0,February,20,medium,0.0,0.0,0.0,0.0
0,February,20,fast,0.0,0.0,0.0,0.0
0,February,21,slow,0.0,0.0,0.0,0.0
0,February,21,medium,0.0,0.0,0.0,0.0
0,February,21,fast,0.0,0.0,0.0,0.0
0,February,22,slow,0.0,0.0,0.0,0.0
0,February,22,medium,0.0,0.0,0.0,0.0
0,February,22,fast,0.0,0.0,0.0,0.0
0,February,23,slow,0.0,0.0,0.0,0.0
0,February,23,medium,0.0,0.0,0.0,0.0
0,February,23,fast,0.0,0.0,0.0,0.0
0,February,24,slow,0.0,0.0,0.0,0.0
0,February,24,medium,0.0,0.0,0.0,0.0
0,February,24,fast,0.0,0.0,0.0,0.0
0,February,25,slow,0.0,0.0,0.0,0.0
0,February,25,medium,0.0,0.0,0.0,0.0
0,February,25,fast,0.0,0.0,0.0,0.0
0,February,26,slow,0.0,0.0,0.0,0.0
0,February,26,medium,0.0,0.0,0.0,0.0
0,February,26,fast,0.0,0.0,0.0,0.0
0,February,27,slow,0.0,0.0,0.0,0.0
0,February,27,medium,0.0,0.0,0.0,0.0
0,February,27,fast,0.0,0.0,0.0,0.0
0,February,28,slow,0.0,0.0,0.0,0.0
0,February,28,medium,0.0,0.0,0.0,0.0
0,February,28,fast,0.0,0.0,0.0,0.0
0,February,29,slow,0.0,0.0,0.0,0.0
0,February,29,medium,0.0,0.0,0.0,0.0
0,February,29,fast,0.0,0.0,0.0,0.0
0,February,30,slow,0.0,0.0,0.0,0.0
0,February,30,medium,0.0,0.0,0.0,0.0
0,February,30,fast,0.0,0.0,0.0,0.0
0,February,31,slow,0.0,0.0,0.0,0.0
0,February,31,medium,0.0,0.0,0.0,0.0
0,February,31,fast,0.0,0.0,0.0,0.0
0,February,32,slow,0.0,0.0,0.0,0.0
0,February,32,medium,0.0,0.0,0.0,0.0
0,February,32,fast,0.0,0.0,0.0,0.0
0,February,33,slow,0.0,0.0,0.0,0.0
0,February,33,medium,0.0,0.0,0.0,0.0
0,February,33,fast,0.0,0.0,0.0,0.0
0,February,34,slow,0.0,0.0,0.0,0.0
0,February,34,medium,0.0,0.0,0.0,0.0
0,February,34,fast,0.0,0.0,0.0,0.0
0,February,35,slow,0.0,0.0,0.0,0.0
0,February,35,medium,0.0,0.0,0.0,0.0
0,February,35,fast,0.0,0.0,0.0,0.0
0,February,36,slow,0.0,0.0,0.0,0.0
0,February,36,medium,0.0,0.0,0.0,0.0
0,February,36,fast,0.0,0.0,0.0,0.0
0,February,37,slow,0.0,0.0,0.0,0.0
0,February,37,medium,0.0,0.0,0.0,0.0
0,February,37,fast,0.0,0.0,0.0,0.0
0,February,38,slow,0.0,0.0,0.0,0.0
0,February,38,medium,0.0,0.0,0.0,0.0
0,February,38,fast,0.0,0.0,0.0,0.0
0,February,39,slow,0.0,0.0,0.0,0.0
0,February,39,medium,0.0,0.0,0.0,0.0
0,February,39,fast,0.0,0.0,0.0,0.0
0,February,40,slow,0.0,0.0,0.0,0.0
0,February,40,medium,0.0,0.0,0.0,0.0
