Month,TimeIndex,G_kWh_day,R_kWh_day,W_kWh_day,ThetaType_master_SEK,TypeAssignmentCost_reconstructed_SEK
September,41,0.0,0.0,0.0,0.0,0.0
September,42,0.0,0.0,0.0,0.0,0.0
September,43,0.0,0.0,0.0,0.0,0.0
September,44,0.0,0.0,0.0,0.0,0.0
September,45,0.0,0.0,0.0,0.0,0.0
September,46,0.0,0.0,0.0,0.0,0.0
September,47,0.0,0.0,0.0,0.0,0.0
September,48,0.0,0.0,0.0,0.0,0.0
October,1,0.0,0.0,0.0,0.0,0.0
October,2,1.002375122423004,1.002375122423004,1.002375122423004,0.0,0.0
October,3,4.537846938930301,4.537846938930301,4.537846938930301,0.0,0.0
October,4,4.3568892443349725,4.3568892443349725,4.3568892443349725,0.0,0.0
October,5,0.0,0.0,0.0,0.0,0.0
October,6,0.0,0.0,0.0,0.0,0.0
October,7,0.0,0.0,0.0,0.0,0.0
October,8,0.0,0.0,0.0,0.0,0.0
October,9,0.0,0.0,0.0,0.0,0.0
October,10,0.0,0.0,0.0,0.0,0.0
October,11,0.0,0.0,0.0,0.0,0.0
October,12,0.0,0.0,0.0,0.0,0.0
October,13,0.0,0.0,0.0,0.0,0.0
October,14,8.028540684501941,8.028540684501941,8.028540684501941,0.0,0.0
October,15,9.252288883145738,9.252288883145738,9.252288883145738,0.0,0.0
October,16,45.992602171759835,45.992602171759835,45.992602171759835,0.0,0.0
October,17,156.4040792247349,156.40407922473491,156.4040792247349,0.0,0.0
October,18,97.64620894172015,97.64620894172015,97.64620894172015,0.0,120.10403806404707
October,19,83.97652721709662,83.97652721709665,83.97652721709662,0.0,0.0
October,20,19.271102189432725,19.271102189432725,19.271102189432725,0.0,0.0
October,21,0.0,0.0,0.0,0.0,0.0
October,22,0.0,0.0,0.0,0.0,0.0
October,23,63.48652392231323,63.48652392231323,63.48652392231214,0.0,0.0
October,24,44.46733519383911,44.46733519383911,44.46733519383911,0.0,22.280700510487318
October,25,8.163716403902463,8.163716403902463,8.163716403902463,0.0,0.0
October,26,16.580305838233436,16.580305838233436,16.580305838233436,0.0,0.0
October,27,34.671162011782826,34.671162011782826,34.671162011782826,0.0,0.0
October,28,95.98769530847021,95.98769530847021,95.98769530847021,0.0,0.0
October,29,23.520003697362966,23.520003697362966,23.520003697362966,0.0,0.0
October,30,29.0229485278679,29.022948527867896,29.0229485278679,0.0,0.0
October,31,33.89979984587933,33.89979984587933,33.89979984587933,0.0,0.0
October,32,0.0,0.0,0.0,0.0,0.0
October,33,36.825081254621985,36.825081254621985,36.825081254621985,0.0,370.4821502714641
October,34,30.60604223426865,30.60604223426865,30.60604223426865,0.0,0.0
October,35,35.574785649499,35.574785649500114,35.574785649499,0.0,0.0
October,36,15.095364459885062,15.095364459885062,15.095364459885062,0.0,0.0
October,37,0.0,0.0,0.0,0.0,0.0
October,38,0.6994932056427352,0.6994932056427352,0.6994932056427352,0.0,0.0
October,39,2.0740279286661547,2.0740279286661547,2.0740279286661547,0.0,0.0
October,40,0.0,0.0,0.0,0.0,0.0
October,41,0.0,0.0,0.0,0.0,0.0
October,42,0.0,0.0,0.0,0.0,0.0
October,43,0.0,0.0,0.0,0.0,0.0
October,44,0.0,0.0,0.0,0.0,0.0
October,45,0.0,0.0,0.0,0.0,0.0
October,46,0.0,0.0,0.0,0.0,0.0
October,47,0.0,0.0,0.0,0.0,0.0
October,48,0.0,0.0,0.0,0.0,0.0
November,1,0.0,0.0,0.0,0.0,0.0
November,2,1.002375122423004,1.002375122423004,1.002375122423004,0.0,0.0
November,3,4.537846938930301,4.537846938930301,4.537846938930301,0.0,0.0
November,4,4.3568892443349725,4.3568892443349725,4.3568892443349725,0.0,0.0
November,5,0.0,0.0,0.0,0.0,0.0
November,6,0.0,0.0,0.0,0.0,0.0
November,7,0.0,0.0,0.0,0.0,0.0
November,8,0.0,0.0,0.0,0.0,0.0
November,9,0.0,0.0,0.0,0.0,0.0
November,10,0.0,0.0,0.0,0.0,0.0
November,11,0.0,0.0,0.0,0.0,0.0
November,12,0.0,0.0,0.0,0.0,0.0
November,13,0.0,0.0,0.0,0.0,0.0
November,14,8.028540684501884,8.028540684501884,8.028540684501884,0.0,0.0
November,15,9.25228888314576,9.25228888314576,9.25228888314576,0.0,0.0
November,16,45.99260217175984,45.99260217175984,45.99260217175866,0.0,0.0
November,17,156.40407922474202,156.40407922474202,156.40407922474205,0.0,0.0
November,18,97.64620894172015,97.64620894172015,97.64620894172015,0.0,0.0
November,19,83.97652721709665,83.97652721709665,83.97652721709665,0.0,0.0
November,20,19.271102189433066,19.271102189433066,19.271102189433066,0.0,0.0
November,21,0.0,0.0,0.0,0.0,0.0
November,22,0.0,0.0,0.0,0.0,0.0
November,23,63.48652392231323,63.48652392231323,63.48652392231323,0.0,270.86173134029775
November,24,44.46733519383946,44.46733519383946,44.46733519383946,0.0,0.0
November,25,5.040887215730699,5.040887215730699,5.040887215730699,0.0,0.0
November,26,16.58030583823342,16.58030583823342,16.58030583823342,0.0,0.0
November,27,34.671162011782826,34.671162011782826,34.671162011782826,0.0,0.0
November,28,95.98769530847017,95.98769530847017,95.98769530847017,0.0,0.0
November,29,20.601529342524373,20.601529342524373,20.601529342524373,0.0,0.0
November,30,26.10447417302919,26.10447417302919,26.10447417302919,0.0,0.0
November,31,33.89979984587933,33.89979984587933,33.89979984587933,0.0,0.0
November,32,0.0,0.0,0.0,0.0,0.0
November,33,36.825081254621985,36.825081254621985,36.825081254621985,0.0,0.0
November,34,30.606042234268664,30.606042234268664,30.606042234268664,0.0,0.0
November,35,35.57478564949901,35.57478564949901,35.57478564949901,0.0,0.0
November,36,15.095364459885062,15.095364459885062,15.095364459885062,0.0,452.8609337965519
November,37,0.0,0.0,0.0,0.0,0.0
November,38,0.6994932056427352,0.6994932056427352,0.6994932056427352,0.0,0.0
November,39,2.0740279286661547,2.0740279286661547,2.0740279286661547,0.0,0.0
November,40,0.0,0.0,0.0,0.0,0.0
November,41,0.0,0.0,0.0,0.0,0.0
November,42,0.0,0.0,0.0,0.0,0.0
November,43,0.0,0.0,0.0,0.0,0.0
November,44,0.0,0.0,0.0,0.0,0.0
November,45,0.0,0.0,0.0,0.0,0.0
November,46,0.0,0.0,0.0,0.0,0.0
November,47,0.0,0.0,0.0,0.0,0.0
November,48,0.0,0.0,0.0,0.0,0.0
December,1,0.0,0.0,0.0,0.0,0.0
December,2,1.002375122423004,1.002375122423004,1.002375122423004,0.0,0.0
December,3,4.537846938930301,4.537846938930301,4.537846938930301,0.0,0.0
December,4,4.356889244334958,4.356889244334958,4.356889244334958,0.0,0.0
December,5,0.0,0.0,0.0,0.0,0.0
December,6,0.0,0.0,0.0,0.0,0.0
December,7,0.0,0.0,0.0,0.0,0.0
December,8,0.0,0.0,0.0,0.0,0.0
December,9,0.0,0.0,0.0,0.0,0.0
December,10,0.0,0.0,0.0,0.0,0.0
December,11,0.0,0.0,0.0,0.0,0.0
December,12,0.0,0.0,0.0,0.0,0.0
December,13,0.0,0.0,0.0,0.0,0.0
December,14,8.028540684501941,8.028540684501941,8.028540684501941,0.0,0.0
December,15,9.252288883145653,9.252288883145653,9.252288883145653,0.0,0.0
December,16,45.99260217175984,45.99260217175984,45.99260217175867,0.0,0.0
December,17,156.404079224742,156.40407922474202,156.40407922474205,0.0,69.00283661468126
December,18,97.6462089417198,97.64620894172006,97.6462089417198,0.0,0.0
December,19,83.97652721709656,83.97652721709659,83.97652721709656,0.0,775.0
December,20,19.271102189433066,19.271102189433066,19.271102189433066,0.0,0.0
December,21,0.0,0.0,0.0,0.0,0.0
December,22,0.0,0.0,0.0,0.0,0.0
December,23,64.69450392231329,64.69450392231329,64.69450392231218,0.0,0.0
December,24,44.46733519383895,44.46733519383895,44.46733519383895,0.0,0.0
December,25,2.1803093877730033,2.1803093877730033,2.1803093877730033,0.0,0.0
December,26,16.58030583823337,16.58030583823337,16.58030583823337,0.0,0.0
December,27,34.671162011782826,34.671162011782826,34.671162011782826,0.0,0.0
December,28,95.98769530847015,95.98769530847015,95.98769530847015,0.0,0.0
December,29,20.601529342524373,20.601529342524373,20.601529342524373,0.0,0.0
December,30,26.104474173029185,26.104474173029185,26.104474173029185,0.0,0.0
December,31,33.89979984587933,33.89979984587933,33.89979984587933,0.0,0.0
December,32,0.0,0.0,0.0,0.0,0.0
December,33,36.825081254621985,36.825081254621985,36.825081254621985,0.0,0.0
December,34,30.606042234268873,30.606042234268873,30.606042234268873,0.0,0.0
December,35,35.574785649499006,35.574785649499006,35.574785649499006,0.0,0.0
December,36,15.095364459885062,15.095364459885062,15.095364459885062,0.0,0.0
December,37,0.0,0.0,0.0,0.0,0.0
December,38,0.6994932056427352,0.6994932056427352,0.6994932056427352,0.0,0.0
December,39,2.0740279286661547,2.0740279286661547,2.0740279286661547,0.0,0.0
December,40,0.0,0.0,0.0,0.0,0.0
December,41,0.0,0.0,0.0,0.0,0.0
December,42,0.0,0.0,0.0,0.0,0.0
December,43,0.0,0.0,0.0,0.0,0.0
December,44,0.0,0.0,0.0,0.0,0.0
December,45,0.0,0.0,0.0,0.0,0.0
December,46,0.0,0.0,0.0,0.0,0.0
December,47,0.0,0.0,0.0,0.0,0.0
December,48,0.0,0.0,0.0,0.0,0.0
