Month,TimeIndex,G_kWh_day,R_kWh_day,W_kWh_day,ThetaType_master_SEK,TypeAssignmentCost_reconstructed_SEK
April,16,53.227491858238366,53.227491858238366,53.227491858238366,0.0,0.0
April,17,164.53129642445742,164.53129642445742,164.53129642445742,0.0,37.60073766546579
April,18,127.7019135460736,127.7019135460736,127.7019135460736,0.0,10.952010589643141
April,19,114.37170242853685,114.37170242853685,114.37170242853685,0.0,0.0
April,20,65.72474174445792,65.72474174445792,65.72474174445792,0.0,0.0
April,21,64.16625436214605,64.16625436214605,64.16625436214605,0.0,0.0
April,22,52.77760702455208,52.77760702455208,52.77760702455208,0.0,0.0
April,23,96.93162257088315,96.93162257088315,96.93162257088315,0.0,0.0
April,24,76.30563540348555,76.30563540348555,76.30563540348555,0.0,0.0
April,25,57.765966767256856,57.765966767256856,57.765966767256856,0.0,0.0
April,26,71.60631515953472,71.60631515953472,71.60631515953472,0.0,0.0
April,27,83.41440155406008,83.41440155406008,83.41440155406008,0.0,0.0
April,28,134.31045878091243,134.31045878091237,134.31045878091243,0.0,0.0
April,29,116.4873773238362,116.48737732383618,116.4873773238362,0.0,0.0
April,30,82.50957870903044,82.50957870903044,82.50957870903045,0.0,0.0
April,31,93.47026782263731,93.47026782263754,93.47026782263735,0.0,0.0
April,32,29.22846793916759,29.228467939167587,29.228467939167587,0.0,0.0
April,33,48.141427732467164,48.141427732467164,48.141427732467164,0.0,0.0
April,34,54.057484371809984,54.057484371809984,54.057484371809956,0.0,0.0
April,35,40.20052471345735,40.20052471345735,40.20052471345735,0.0,0.0
April,36,19.68216162655173,19.68216162655172,19.68216162655173,0.0,0.0
April,37,6.424646132858334,6.424646132858328,6.424646132858334,0.0,0.0
April,38,10.755377705642964,10.755377705642967,10.755377705642966,0.0,0.0
April,39,2.0740279286661547,2.0740279286661547,2.0740279286661547,0.0,0.0
April,40,0.0,0.0,0.0,0.0,0.0
April,41,0.0,0.0,0.0,0.0,0.0
April,42,0.0,0.0,0.0,0.0,0.0
April,43,0.0,0.0,0.0,0.0,0.0
April,44,0.0,0.0,0.0,0.0,0.0
April,45,0.0,0.0,0.0,0.0,0.0
April,46,0.0,0.0,0.0,0.0,0.0
April,47,0.0,0.0,0.0,0.0,0.0
April,48,0.0,0.0,0.0,0.0,0.0
May,1,0.0,0.0,0.0,0.0,0.0
May,2,1.002375122423004,1.002375122423004,1.002375122423004,0.0,0.0
May,3,4.5378469389302865,4.5378469389302865,4.5378469389302865,0.0,0.0
May,4,4.3568892443349725,4.3568892443349725,4.3568892443349725,0.0,0.0
May,5,0.0,0.0,0.0,0.0,0.0
May,6,0.0,0.0,0.0,0.0,0.0
May,7,0.0,0.0,0.0,0.0,0.0
May,8,0.0,0.0,0.0,0.0,0.0
May,9,0.0,0.0,0.0,0.0,0.0
May,10,0.0,0.0,0.0,0.0,0.0
May,11,3.6688463709677426,3.6688463709677426,3.6688463709677426,0.0,0.0
May,12,0.3679162037719479,0.3679162037719479,0.3679162037719479,0.0,0.0
May,13,8.240057029212423,8.240057029212423,8.240057029212423,0.0,0.0
May,14,8.028540684501884,8.028540684501884,8.028540684501884,0.0,0.0
May,15,46.20496369099932,46.20496369099932,46.20496369099933,0.0,0.0
May,16,91.78374808372527,91.78374808372527,91.78374808372527,0.0,20.738831899130375
May,17,189.7619782515472,189.76197825154722,189.76197825154722,0.0,0.0
May,18,158.04459870755517,158.04459870755517,158.04459870755517,0.0,0.0
May,19,161.66322802230238,161.6632280223033,161.663228022303,0.0,0.0
May,20,101.79999853209887,101.79999853209885,101.79999853209888,0.0,0.0
May,21,95.57432634613842,95.57432634613842,95.57432634613842,0.0,0.0
May,22,92.7013049354607,92.7013049354607,92.7013049354607,0.0,0.0
May,23,76.56157162212241,76.56157162212244,76.56157162212241,0.0,0.0
May,24,62.25929470885754,62.25929470885754,62.25929470885754,0.0,0.0
May,25,45.45511664451337,45.45511664451337,45.45511664451337,0.0,0.0
May,26,51.136748404453165,51.136748404453165,51.136748404453165,0.0,0.0
May,27,54.157477670981635,54.157477670981635,54.157477670981635,0.0,0.0
May,28,120.89386383721894,120.89386383721894,120.89386383721894,0.0,0.0
May,29,86.86249842868494,86.86249842868494,86.86249842868494,0.0,0.0
May,30,66.71002761167934,66.71002761167934,66.71002761167934,0.0,0.0
May,31,87.52822474729146,87.52822474729146,87.52822474729146,0.0,0.0
May,32,45.192729409067674,45.19272940906768,45.19272940906768,0.0,0.0
May,33,63.07480746675161,63.07480746675161,63.07480746675161,0.0,0.0
May,34,77.27420594264521,77.27420594264521,77.2742059426452,0.0,0.0
May,35,48.97072876973081,48.970728769730826,48.97072876973081,0.0,0.0
May,36,31.71052036884463,31.71052036884463,31.71052036884463,0.0,0.0
May,37,13.579497032476677,13.579497032476684,13.579497032476677,0.0,0.0
May,38,13.197002883062408,13.197002883062408,13.197002883062408,0.0,0.0
May,39,2.0740279286661547,2.0740279286661547,2.0740279286661547,0.0,0.0
May,40,0.0,0.0,0.0,0.0,0.0
May,41,0.0,0.0,0.0,0.0,0.0
May,42,0.0,0.0,0.0,0.0,0.0
May,43,0.0,0.0,0.0,0.0,0.0
May,44,0.0,0.0,0.0,0.0,0.0
May,45,0.0,0.0,0.0,0.0,0.0
May,46,0.0,0.0,0.0,0.0,0.0
May,47,0.0,0.0,0.0,0.0,0.0
