iteration,Month,TimeIndex,cut_type,rhs_at_current_SEK,theta_at_current_SEK,violation_SEK,nonzeros,positive_type_arcs,dual_termination,exactness,selection_rule
1,October,22,corepoint_lp_dual_upper_cut,0.0,1326459.0611528538,1326459.0611528538,1477,10206,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,January,24,corepoint_lp_dual_upper_cut,0.0,1322791.5161835982,1322791.5161835982,1482,10026,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,June,27,corepoint_lp_dual_upper_cut,0.0,1314126.432883414,1314126.432883414,1460,9738,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,January,23,corepoint_lp_dual_upper_cut,0.0,1311752.8824154348,1311752.8824154348,1416,9900,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,February,16,corepoint_lp_dual_upper_cut,0.0,1307311.7778310059,1307311.7778310059,1519,10278,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,July,22,corepoint_lp_dual_upper_cut,0.0,1302362.4940924542,1302362.4940924542,1477,10206,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,September,25,corepoint_lp_dual_upper_cut,0.0,1297477.270629136,1297477.270629136,1456,10188,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,February,17,corepoint_lp_dual_upper_cut,0.0,1295821.5909539298,1295821.5909539298,1533,10442,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,April,34,corepoint_lp_dual_upper_cut,0.0,1293377.765811461,1293377.765811461,1366,9504,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,December,27,corepoint_lp_dual_upper_cut,0.0,1290470.8382291647,1290470.8382291647,1459,9738,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,August,24,corepoint_lp_dual_upper_cut,0.0,1282558.4283034506,1282558.4283034506,1482,10026,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,March,26,corepoint_lp_dual_upper_cut,0.0,1282347.734920643,1282347.734920643,1438,10350,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,April,26,corepoint_lp_dual_upper_cut,0.0,1281810.0638215852,1281810.0638215852,1438,10350,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,August,23,corepoint_lp_dual_upper_cut,0.0,1271855.5377851024,1271855.5377851024,1416,9900,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,July,35,corepoint_lp_dual_upper_cut,0.0,1267298.6219438824,1267298.6219438824,1381,9414,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,May,24,corepoint_lp_dual_upper_cut,0.0,1264267.8235728326,1264267.8235728326,1480,10026,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,April,29,corepoint_lp_dual_upper_cut,0.0,1263262.6158828633,1263262.6158828633,1386,9378,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,May,21,corepoint_lp_dual_upper_cut,0.0,1262555.1982808164,1262555.1982808164,1471,9756,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
1,March,20,corepoint_lp_dual_upper_cut,0.0,1261359.4630892437,1261359.4630892437,1535,10368,optimal,valid_upper_cut_for_continuous_redirection_LP_restricted_model,corepoint; top=all; min_violation=1e-05
