from_HexID,to_HexID,Month,TimeIndex,OriginType,DestinationType,Energy_kWh_day,Energy_kWh_annual,AnnualNetValue_SEK,Coeff_SEK_per_kWh_annualized_excl_distance,Yarc,Trips_day,Tail_kWh_day,DeltaPrice_SEK_per_kWh,PriceComp_SEK_annual
222,223,January,18,fast,fast,17.128896585848587,530.9957941613062,1648.1410306304635,163.319625,1.0,0.0,17.128896585848587,0.0,0.0
225,207,January,18,medium,medium,2.9980512227444933,92.93958790507929,319.8907813015637,147.819625,1.0,0.0,2.9980512227444933,0.0,0.0
226,241,January,18,fast,medium,0.8954989030324114,27.760465994004754,90.13827934997677,147.819625,1.0,0.0,0.8954989030324114,0.0,0.0
253,273,January,18,fast,medium,2.745067662748397,85.09709754520031,264.8279825289957,147.819625,1.0,0.0,2.745067662748397,0.0,0.0
266,248,January,18,fast,medium,3.0013892255476478,93.04306599197707,299.4090197113193,147.819625,1.0,0.0,3.0013892255476478,0.0,0.0
272,271,January,18,fast,medium,0.27901054901483846,8.649327019459992,26.167573055859037,147.819625,1.0,0.0,0.27901054901483846,0.0,0.0
290,316,January,18,fast,medium,1.4015820589350625,43.44904382698694,136.1149196339203,147.819625,1.0,0.0,1.4015820589350625,0.0,0.0
298,274,January,18,fast,medium,22.531318708684637,698.4708799692237,2258.204083783965,147.819625,1.0,1.0,2.531318708684637,0.0,0.0
346,345,January,18,fast,medium,4.211867507375466,130.56789272863944,416.10268268696467,147.819625,1.0,0.0,4.211867507375466,0.0,0.0
352,329,January,18,fast,fast,1.5861353024491827,49.170194375924666,152.35819064097245,163.319625,1.0,0.0,1.5861353024491827,0.0,0.0
398,425,January,18,fast,medium,4.125386996904026,127.8869969040248,390.8842614422085,147.819625,1.0,0.0,4.125386996904026,0.0,0.0
402,401,January,18,fast,fast,0.6313641601502411,19.572288964657474,67.8803842438538,163.319625,1.0,0.0,0.6313641601502411,0.0,0.0
403,375,January,18,medium,medium,1.9086444717002662,59.167978622708254,168.7834633388169,147.819625,1.0,0.0,1.9086444717002662,0.0,0.0
408,407,January,18,fast,medium,0.3118148070206246,9.666259017639362,33.337139093919895,147.819625,1.0,0.0,0.3118148070206246,0.0,0.0
408,409,January,18,fast,medium,0.45436191442358265,14.085219347131062,45.37734172993227,147.819625,1.0,0.0,0.45436191442358265,0.0,0.0
408,436,January,18,fast,medium,13.28523474166207,411.84227699152416,1238.0699570349952,147.819625,1.0,0.0,13.28523474166207,0.0,0.0
415,416,January,18,fast,medium,1.1721311475409841,36.33606557377051,115.70232952185796,147.819625,1.0,0.0,1.1721311475409841,0.0,0.0
430,457,January,18,fast,medium,3.849370481966446,119.33048494095982,315.0788202491193,147.819625,1.0,0.0,3.849370481966446,0.0,0.0
433,460,January,18,fast,medium,2.2926434112149607,71.07194574766379,210.30863930218317,147.819625,1.0,0.0,2.2926434112149607,0.0,0.0
572,588,January,18,fast,medium,0.5034201739536002,15.606025392561605,48.21452933985355,147.819625,1.0,0.0,0.5034201739536002,0.0,0.0
23,24,January,19,fast,medium,16.409000166626512,508.67900516542187,2300.416868824768,145.866625,1.0,0.0,16.409000166626512,0.0,0.0
69,81,January,19,fast,medium,5.046089484075282,156.42877400633375,479.02688106175236,145.866625,1.0,0.0,5.046089484075282,0.0,0.0
111,136,January,19,fast,medium,1.444637888216043,44.783774534697336,120.9819487526246,145.866625,1.0,0.0,1.444637888216043,0.0,0.0
136,158,January,19,fast,fast,8.500990347930072,263.5307007858322,920.8715788158154,161.366625,1.0,0.0,8.500990347930072,0.0,0.0
140,163,January,19,fast,fast,0.1698435120193338,5.265148872599347,16.96895177377111,161.366625,1.0,0.0,0.1698435120193338,0.0,0.0
160,159,January,19,fast,fast,0.46672788888889727,14.468564555555815,48.0755916768929,161.366625,1.0,0.0,0.46672788888889727,0.0,0.0
175,176,January,19,fast,fast,3.6129541864139014,112.00157977883094,412.38402999736707,161.366625,1.0,0.0,3.6129541864139014,0.0,0.0
221,220,January,19,fast,medium,1.4911229151779253,46.224810370515684,129.5528122397826,145.866625,1.0,0.0,1.4911229151779253,0.0,0.0
222,204,January,19,fast,medium,43.808608762490394,1358.0668716372022,3822.9423995452216,145.866625,1.0,2.0,3.808608762490394,0.0,0.0
222,223,January,19,fast,medium,1.0658955065681397,33.04276070361233,83.95730431771963,145.866625,1.0,0.0,1.0658955065681397,0.0,0.0
224,223,January,19,fast,medium,0.4491827146298135,13.924664153524219,40.15968293748101,145.866625,1.0,0.0,0.4491827146298135,0.0,0.0
224,223,January,19,fast,fast,1.6204849084611084,50.23503216229436,169.9987815644019,161.366625,1.0,0.0,1.6204849084611084,0.0,0.0
226,241,January,19,fast,medium,0.8954989030323759,27.760465994003653,88.38936999235095,145.866625,1.0,0.0,0.8954989030323759,0.0,0.0
273,253,January,19,fast,medium,20.009367081711275,620.2903795330495,1891.3077537055362,145.866625,1.0,1.0,0.009367081711275205,0.0,0.0
293,292,January,19,fast,medium,6.316969363433014,195.82605026642344,630.11633585403,145.866625,1.0,0.0,6.316969363433014,0.0,0.0
340,315,January,19,medium,medium,0.631531385406717,19.57747294760823,52.59217285665842,145.866625,1.0,0.0,0.631531385406717,0.0,0.0
375,349,January,19,fast,fast,3.927052638497436,121.73863179342052,397.81283432698746,161.366625,1.0,0.0,3.927052638497436,0.0,0.0
375,376,January,19,fast,medium,2.471687951974353,76.62232651120493,241.51574412923577,145.866625,1.0,0.0,2.471687951974353,0.0,0.0
396,367,January,19,fast,fast,5.534093954065437,171.55691257602854,619.9383452129244,161.366625,1.0,0.0,5.534093954065437,0.0,0.0
431,432,January,19,fast,fast,0.5830115830115723,18.07335907335874,61.10051465250853,161.366625,1.0,0.0,0.5830115830115723,0.0,0.0
23,24,January,20,fast,medium,16.409000166626512,508.67900516542187,2300.416868824768,145.866625,1.0,0.0,16.409000166626512,0.0,0.0
31,42,January,20,fast,medium,0.40714394751975647,12.62146237311245,36.93984396473625,145.866625,1.0,0.0,0.40714394751975647,0.0,0.0
157,156,January,20,fast,fast,0.8243229439508326,25.55401126247581,90.0445417155297,161.366625,1.0,0.0,0.8243229439508326,0.0,0.0
209,210,January,20,fast,fast,0.7034087587651783,21.805671521720527,70.70565310768207,161.366625,1.0,0.0,0.7034087587651783,0.0,0.0
209,228,January,20,fast,medium,3.305059811173706,102.45685414638488,316.0495117924713,145.866625,1.0,0.0,3.305059811173706,0.0,0.0
226,241,January,20,medium,medium,0.8954989030324114,27.760465994004754,88.38936999235445,145.866625,1.0,0.0,0.8954989030324114,0.0,0.0
