dataset,scenario,technology_case,formulation,run_dir,elapsed_seconds,annual_profit_SEK,best_lb_SEK,final_ub_SEK,lbbd_gap_pct,iterations,cuts_generated,cuts_added_last_iter,energy_redirected_kWh,PV_panels_installed,battery_units_installed,chargers_slow_installed,chargers_medium_installed,chargers_fast_installed,grid_total_kWh,pv_used_total_kWh,battery_discharge_kWh,max_abs_soc_gap_Jan0_Dec48_kWh,slack_penalty_SEK
full,with_redirection,PV_noBESS,LBBD_PV_noBESS_type_aware_redirection,C:\Users\omkarp\Downloads\Opti\runs\2026-06-23_172045_full_with_redirection_LBBD_PV_noBESS,26025.05700778961,498551746.682475,498551746.6824578,498633718.698795,0.016442027709798853,10,5214,295,1107640.288135255,65467.0,0.0,216.0,2216.0000000776226,173.000000511778,92139213.69440147,23105993.98125258,0.0,0.0,0.0
