from_HexID,to_HexID,Month,TimeIndex,Energy_kWh_day,Energy_kWh_annual,AnnualNetValue_SEK,Distance_km,Yarc,Trips,Tail_kWh
13,27,April,15,0.27968313521638066,8.39049405649142,14.81222473734008,1.4753,1.0,0.0,0.27968313521638066
13,27,August,15,0.27968313521638066,8.6701771917078,17.290352366670206,1.4753,1.0,0.0,0.27968313521638066
13,27,December,15,0.27968313521638066,8.6701771917078,8.176912366036342,1.4753,1.0,0.0,0.27968313521638066
13,27,February,15,0.27968313521638066,7.831127786058659,6.796305900196432,1.4753,1.0,0.0,0.27968313521638066
13,27,January,15,0.27968313521638066,8.6701771917078,18.674329400896564,1.4753,1.0,0.0,0.27968313521638066
13,27,July,15,0.27968313521638066,8.6701771917078,17.318530442543256,1.4753,1.0,0.0,0.27968313521638066
13,27,June,15,0.27968313521638066,8.39049405649142,12.05489862802559,1.4753,1.0,0.0,0.27968313521638066
13,27,March,15,0.27968313521638066,8.6701771917078,4.992789792381644,1.4753,1.0,0.0,0.27968313521638066
13,27,May,15,0.27968313521638066,8.6701771917078,9.76897365286369,1.4753,1.0,0.0,0.27968313521638066
13,27,November,15,0.27968313521638066,8.39049405649142,6.31475188162839,1.4753,1.0,0.0,0.27968313521638066
13,27,October,15,0.27968313521638066,8.6701771917078,20.09407091603871,1.4753,1.0,0.0,0.27968313521638066
13,27,September,15,0.27968313521638066,8.39049405649142,16.091775080955017,1.4753,1.0,0.0,0.27968313521638066
23,24,April,19,16.409000166626512,492.27000499879534,2035.7629148723183,0.1248,1.0,0.0,16.409000166626512
23,24,April,20,16.409000166626512,492.27000499879534,2035.7629148723183,0.1248,1.0,0.0,16.409000166626512
23,24,April,21,6.339070096696442,190.17210290089326,800.9259759958584,0.1248,1.0,0.0,6.339070096696442
23,24,August,19,16.409000166626512,508.67900516542187,2244.0170841270515,0.1248,1.0,0.0,16.409000166626512
23,24,August,20,16.409000166626512,508.67900516542187,2244.0170841270515,0.1248,1.0,0.0,16.409000166626512
23,24,August,21,6.339070096696442,196.5111729975897,871.7402668670129,0.1248,1.0,0.0,6.339070096696442
23,24,December,19,16.409000166626512,508.67900516542187,1674.9324470982365,0.1248,1.0,0.0,16.409000166626512
23,24,December,20,16.409000166626512,508.67900516542187,1674.9324470982365,0.1248,1.0,0.0,16.409000166626512
23,24,December,21,6.339070096696442,196.5111729975897,665.4035352195436,0.1248,1.0,0.0,6.339070096696442
23,24,February,19,16.409000166626512,459.45200466554235,1320.216957326249,0.1248,1.0,0.0,16.409000166626512
23,24,February,20,16.409000166626512,459.45200466554235,1320.216957326249,0.1248,1.0,0.0,16.409000166626512
23,24,February,21,6.339070096696442,177.49396270750037,559.5204309315483,0.1248,1.0,0.0,6.339070096696442
23,24,January,19,16.409000166626512,508.67900516542187,2300.416868824768,0.1248,1.0,0.0,16.409000166626512
23,24,January,20,16.409000166626512,508.67900516542187,2300.416868824768,0.1248,1.0,0.0,16.409000166626512
23,24,January,21,6.339070096696442,196.5111729975897,891.7352787195174,0.1248,1.0,0.0,6.339070096696442
23,24,July,19,16.409000166626512,508.67900516542187,2310.9719581819504,0.1248,1.0,0.0,16.409000166626512
23,24,July,20,16.409000166626512,508.67900516542187,2310.9719581819504,0.1248,1.0,0.0,16.409000166626512
23,24,July,21,6.339070096696442,196.5111729975897,924.0122388843718,0.1248,1.0,0.0,6.339070096696442
23,24,June,19,16.409000166626512,492.27000499879534,1913.4338186301177,0.1248,1.0,0.0,16.409000166626512
23,24,June,20,16.409000166626512,492.27000499879534,1913.4338186301177,0.1248,1.0,0.0,16.409000166626512
23,24,June,21,6.339070096696442,190.17210290089326,742.4242828409712,0.1248,1.0,0.0,6.339070096696442
23,24,March,19,16.409000166626512,508.67900516542187,1711.8752598483752,0.1248,1.0,0.0,16.409000166626512
23,24,March,20,16.409000166626512,508.67900516542187,1711.8752598483752,0.1248,1.0,0.0,16.409000166626512
23,24,March,21,6.339070096696442,196.5111729975897,681.8613459580918,0.1248,1.0,0.0,6.339070096696442
23,24,May,19,16.409000166626512,508.67900516542187,1866.386507667372,0.1248,1.0,0.0,16.409000166626512
23,24,May,20,16.409000166626512,508.67900516542187,1866.386507667372,0.1248,1.0,0.0,16.409000166626512
23,24,May,21,6.339070096696442,196.5111729975897,805.3931820837015,0.1248,1.0,0.0,6.339070096696442
23,24,November,19,16.409000166626512,492.27000499879534,1597.2118741690165,0.1248,1.0,0.0,16.409000166626512
23,24,November,20,16.409000166626512,492.27000499879534,1597.2118741690165,0.1248,1.0,0.0,16.409000166626512
23,24,November,21,6.339070096696442,190.17210290089326,637.2591099367773,0.1248,1.0,0.0,6.339070096696442
23,24,October,19,16.409000166626512,508.67900516542187,2440.939444001716,0.1248,1.0,0.0,16.409000166626512
23,24,October,20,16.409000166626512,508.67900516542187,2440.939444001716,0.1248,1.0,0.0,16.409000166626512
23,24,October,21,6.339070096696442,196.5111729975897,942.9264392853895,0.1248,1.0,0.0,6.339070096696442
23,24,September,19,16.409000166626512,492.27000499879534,1701.2654464756365,0.1248,1.0,0.0,16.409000166626512
23,24,September,20,16.409000166626512,492.27000499879534,1701.2654464756365,0.1248,1.0,0.0,16.409000166626512
23,24,September,21,6.339070096696442,190.17210290089326,786.6392967654289,0.1248,1.0,0.0,6.339070096696442
31,42,April,20,0.40714394751975647,12.214318425592694,31.022821654004876,1.2127,1.0,0.0,0.40714394751975647
31,42,August,20,0.40714394751975647,12.62146237311245,35.5404393241174,1.2127,1.0,0.0,0.40714394751975647
31,42,December,20,0.40714394751975647,12.62146237311245,21.420178294197854,1.2127,1.0,0.0,0.40714394751975647
31,42,February,20,0.40714394751975647,11.400030530553181,14.567795014179762,1.2127,1.0,0.0,0.40714394751975647
31,42,January,20,0.40714394751975647,12.62146237311245,36.93984396473625,1.2127,1.0,0.0,0.40714394751975647
31,42,July,20,0.40714394751975647,12.62146237311245,37.201739308978325,1.2127,1.0,0.0,0.40714394751975647
31,42,June,20,0.40714394751975647,12.214318425592694,27.98756352524509,1.2127,1.0,0.0,0.40714394751975647
31,42,March,20,0.40714394751975647,12.62146237311245,22.336811999045146,1.2127,1.0,0.0,0.40714394751975647
31,42,May,20,0.40714394751975647,12.62146237311245,26.170581194878046,1.2127,1.0,0.0,0.40714394751975647
31,42,November,20,0.40714394751975647,12.214318425592694,20.14139072660498,1.2127,1.0,0.0,0.40714394751975647
31,42,October,20,0.40714394751975647,12.62146237311245,40.426522945308555,1.2127,1.0,0.0,0.40714394751975647
31,42,September,20,0.40714394751975647,12.214318425592694,22.72319228381463,1.2127,1.0,0.0,0.40714394751975647
42,31,April,26,0.4958381916068788,14.875145748206364,46.97940426736318,1.2127,1.0,0.0,0.4958381916068788
42,31,August,26,0.4958381916068788,15.370983939813243,51.75407730704463,1.2127,1.0,0.0,0.4958381916068788
42,31,December,26,0.4958381916068788,15.370983939813243,38.250667915918704,1.2127,1.0,0.0,0.4958381916068788
42,31,February,26,0.4958381916068788,13.883469364992607,31.183984488328413,1.2127,1.0,0.0,0.4958381916068788
42,31,January,26,0.4958381916068788,15.370983939813243,55.005040410315125,1.2127,1.0,0.0,0.4958381916068788
42,31,July,26,0.4958381916068788,15.370983939813243,56.33463052110897,1.2127,1.0,0.0,0.4958381916068788
42,31,June,26,0.4958381916068788,14.875145748206364,41.86235412998019,1.2127,1.0,0.0,0.4958381916068788
42,31,March,26,0.4958381916068788,15.370983939813243,46.128297185072974,1.2127,1.0,0.0,0.4958381916068788
42,31,May,26,0.4958381916068788,15.370983939813243,53.46602064334132,1.2127,1.0,0.0,0.4958381916068788
42,31,November,26,0.4958381916068788,14.875145748206364,36.41619139291812,1.2127,1.0,0.0,0.4958381916068788
42,31,October,26,0.4958381916068788,15.370983939813243,56.92641340279179,1.2127,1.0,0.0,0.4958381916068788
42,31,September,26,0.4958381916068788,14.875145748206364,50.432297474165594,1.2127,1.0,0.0,0.4958381916068788
47,48,April,23,16.72261629825141,501.6784889475423,2220.554411704059,0.0,1.0,0.0,16.72261629825141
47,48,April,24,17.073573078192037,512.2071923457611,2267.157085120425,0.0,1.0,0.0,17.073573078192037
47,48,April,25,17.073573078192037,512.2071923457611,2272.599286539099,0.0,1.0,0.0,17.073573078192037
47,48,April,26,6.630237545364572,198.90712636093718,882.5260562726833,0.0,1.0,0.0,6.630237545364572
47,48,April,41,10.916251148799224,327.4875344639767,1404.8805869086525,0.0,1.0,0.0,10.916251148799224
47,48,April,42,32.18754147845339,965.6262443536017,4142.415884996408,0.0,1.0,1.0,12.18754147845339
47,48,April,43,33.0,990.0,4275.43875,0.0,1.0,1.0,13.0
47,48,April,44,33.0,990.0,4275.43875,0.0,1.0,1.0,13.0
47,48,April,45,19.47896006786777,584.3688020360331,2546.4601009722687,0.0,1.0,0.0,19.47896006786777
47,48,April,46,9.256141947224755,277.68425841674264,1210.043866583258,0.0,1.0,0.0,9.256141947224755
47,48,August,23,16.72261629825141,518.4011052457937,2403.501924333967,0.0,1.0,0.0,16.72261629825141
47,48,August,24,17.073573078192037,529.2807654239532,2453.944108792481,0.0,1.0,0.0,17.073573078192037
47,48,August,25,17.073573078192023,529.2807654239527,2458.8399558726505,0.0,1.0,0.0,17.073573078192023
47,48,August,26,6.630237545364572,205.53736390630175,954.849516197213,0.0,1.0,0.0,6.630237545364572
47,48,August,41,10.916251148799224,338.40378561277595,1569.9820628772725,0.0,1.0,0.0,10.916251148799224
47,48,August,42,32.18754147845339,997.8137858320551,4629.232332644591,0.0,1.0,1.0,12.18754147845339
47,48,August,43,33.0,1023.0,4761.1698750000005,0.0,1.0,1.0,13.0
47,48,August,44,33.0,1023.0,4761.1698750000005,0.0,1.0,1.0,13.0
47,48,August,45,19.47896006786777,603.8477621039009,2841.9340113717462,0.0,1.0,0.0,19.47896006786777
47,48,August,46,9.256141947224755,286.9404003639674,1350.449126762967,0.0,1.0,0.0,9.256141947224755
47,48,December,23,16.72261629825141,518.4011052457937,1897.0240445088264,0.0,1.0,0.0,16.72261629825141
47,48,December,24,17.073573078192037,529.2807654239532,1936.8368009732785,0.0,1.0,0.0,17.073573078192037
47,48,December,25,17.073573078192037,529.2807654239532,1993.8668034477098,0.0,1.0,0.0,17.073573078192037
47,48,December,26,6.630237545364572,205.53736390630175,774.284942005527,0.0,1.0,0.0,6.630237545364572
47,48,December,41,10.916251148799224,338.40378561277595,1347.2277709976627,0.0,1.0,0.0,10.916251148799224
