from_HexID,to_HexID,distance,euclidean_m,from_node_x,from_node_y,to_node_x,to_node_y
0,6,1058.5920126632332,866.0254037836113,316885.0444813486,6397054.033772175,316466.737429583,6397785.075353771
1,2,1283.9518112988987,866.0254037844134,318639.9280079493,6397063.459528438,319495.11453708785,6397047.8686581
1,8,1178.845104332509,866.0254037836403,318639.9280079493,6397063.459528438,318178.21291602403,6397804.0138903055
1,9,1236.0155788288066,866.0254037836113,318639.9280079493,6397063.459528438,319072.69022951997,6397792.954058731
2,1,1283.9518112988997,866.0254037844134,319495.11453708785,6397047.8686581,318639.9280079493,6397063.459528438
2,3,1345.6075832317752,866.0254037844134,319495.11453708785,6397047.8686581,320368.6089716444,6397048.232828289
2,9,1124.0281247458706,866.0254037836403,319495.11453708785,6397047.8686581,319072.69022951997,6397792.954058731
2,10,1150.811702549701,866.0254037836113,319495.11453708785,6397047.8686581,319934.1004584454,6397783.990165547
3,2,1345.6075832317756,866.0254037844134,320368.6089716444,6397048.232828289,319495.11453708785,6397047.8686581
3,4,1154.547082180074,866.0254037844716,320368.6089716444,6397048.232828289,321224.1286560971,6397047.574252087
3,10,1051.8816913053324,866.0254037836403,320368.6089716444,6397048.232828289,319934.1004584454,6397783.990165547
3,11,1128.7183331512065,866.0254037836113,320368.6089716444,6397048.232828289,320788.36232784454,6397794.991533484
4,3,1154.547082180074,866.0254037844716,321224.1286560971,6397047.574252087,320368.6089716444,6397048.232828289
4,11,1275.6263883792053,866.0254037836695,321224.1286560971,6397047.574252087,320788.36232784454,6397794.991533484
6,0,1058.5920126632334,866.0254037836113,316466.737429583,6397785.075353771,316885.0444813486,6397054.033772175
7,8,1171.1714770875178,866.0254037844134,317330.04392429,6397805.572822128,318178.21291602403,6397804.0138903055
7,15,1088.462931755801,866.0254037844469,317330.04392429,6397805.572822128,317766.88443428674,6398574.34314991
8,1,1178.8451043325092,866.0254037836403,318178.21291602403,6397804.0138903055,318639.9280079493,6397063.459528438
8,7,1171.171477087518,866.0254037844134,318178.21291602403,6397804.0138903055,317330.04392429,6397805.572822128
8,15,1082.009707271551,866.0254037844178,318178.21291602403,6397804.0138903055,317766.88443428674,6398574.34314991
8,16,1117.022394585761,866.0254037844469,318178.21291602403,6397804.0138903055,318633.6525754625,6398550.067328049
9,1,1236.0155788288073,866.0254037836113,319072.69022951997,6397792.954058731,318639.9280079493,6397063.459528438
9,2,1124.0281247458697,866.0254037836403,319072.69022951997,6397792.954058731,319495.11453708785,6397047.8686581
9,10,1459.3749272763703,866.0254037844134,319072.69022951997,6397792.954058731,319934.1004584454,6397783.990165547
9,17,1385.143457388845,866.0254037844469,319072.69022951997,6397792.954058731,319487.0430229991,6398543.777744842
10,2,1150.8117025497004,866.0254037836113,319934.1004584454,6397783.990165547,319495.11453708785,6397047.8686581
10,3,1051.881691305332,866.0254037836403,319934.1004584454,6397783.990165547,320368.6089716444,6397048.232828289
10,9,1459.3749272763687,866.0254037844134,319934.1004584454,6397783.990165547,319072.69022951997,6397792.954058731
10,11,1104.5455474531022,866.0254037844134,319934.1004584454,6397783.990165547,320788.36232784454,6397794.991533484
10,17,1115.24616491969,866.0254037844178,319934.1004584454,6397783.990165547,319487.0430229991,6398543.777744842
10,18,1215.7274905153588,866.0254037844469,319934.1004584454,6397783.990165547,320384.0933743046,6398556.594640968
11,3,1128.718333151207,866.0254037836113,320788.36232784454,6397794.991533484,320368.6089716444,6397048.232828289
11,4,1275.6263883792049,866.0254037836695,320788.36232784454,6397794.991533484,321224.1286560971,6397047.574252087
11,10,1104.5455474531032,866.0254037844134,320788.36232784454,6397794.991533484,319934.1004584454,6397783.990165547
12,19,1113.037399446505,866.0254037843887,321666.97389456595,6397828.608275059,321239.5043643419,6398557.028065461
13,14,1153.0762045936094,866.0254037843551,316039.3906058079,6398540.753701822,316899.4282312531,6398562.078749037
13,21,1001.1630910266341,866.0254037844178,316039.3906058079,6398540.753701822,316466.6651896242,6399230.462630592
14,13,1153.0762045936094,866.0254037843551,316899.4282312531,6398562.078749037,316039.3906058079,6398540.753701822
14,21,1228.6255103425044,866.0254037844178,316899.4282312531,6398562.078749037,316466.6651896242,6399230.462630592
15,7,1088.4629317558008,866.0254037844469,317766.88443428674,6398574.34314991,317330.04392429,6397805.572822128
15,8,1082.0097072715505,866.0254037844178,317766.88443428674,6398574.34314991,318178.21291602403,6397804.0138903055
15,22,1366.7494757121187,866.0254037844469,317766.88443428674,6398574.34314991,317319.2944279399,6399304.3135580355
15,23,1232.3084685693643,866.0254037844178,317766.88443428674,6398574.34314991,318184.69533254264,6399290.484317213
16,8,1117.0223945857613,866.0254037844469,318633.6525754625,6398550.067328049,318178.21291602403,6397804.0138903055
16,17,1285.8133223140733,866.0254037844134,318633.6525754625,6398550.067328049,319487.0430229991,6398543.777744842
16,23,1123.1786380958,866.0254037844469,318633.6525754625,6398550.067328049,318184.69533254264,6399290.484317213
16,24,1040.9817796403163,866.0254037844178,318633.6525754625,6398550.067328049,319068.7443760395,6399274.476967292
17,9,1385.143457388844,866.0254037844469,319487.0430229991,6398543.777744842,319072.69022951997,6397792.954058731
17,10,1115.2461649196903,866.0254037844178,319487.0430229991,6398543.777744842,319934.1004584454,6397783.990165547
17,16,1285.8133223140737,866.0254037844134,319487.0430229991,6398543.777744842,318633.6525754625,6398550.067328049
17,18,1153.7018039171458,866.0254037844134,319487.0430229991,6398543.777744842,320384.0933743046,6398556.594640968
17,24,1074.9065673871746,866.0254037844469,319487.0430229991,6398543.777744842,319068.7443760395,6399274.476967292
17,25,1229.4688637423699,866.0254037844178,319487.0430229991,6398543.777744842,319952.7643482963,6399333.9821733935
18,10,1215.7274905153588,866.0254037844469,320384.0933743046,6398556.594640968,319934.1004584454,6397783.990165547
18,17,1153.7018039171453,866.0254037844134,320384.0933743046,6398556.594640968,319487.0430229991,6398543.777744842
