ChargerType,DemandClass,AnnualEnergy_kWh,InstalledChargers,AnnualCapacity_kWh,CapacityRatio_all_classes
slow,home,455077.9767464716,225.0,21681000.0,
slow,public,1340861.913779305,225.0,21681000.0,
slow,ALL,1795939.8905257767,225.0,21681000.0,0.08283473504569792
medium,home,11299105.004373914,2171.0,418395120.0,
medium,public,65805687.07937087,2171.0,418395120.0,
medium,ALL,77104792.08374478,2171.0,418395120.0,0.1842870253451923
fast,home,4406033.1939433785,182.0,79716000.0,
fast,public,31586984.895357985,182.0,79716000.0,
fast,ALL,35993018.08930136,182.0,79716000.0,0.4515156065194109
