HexID,slow_chargers,slow_footprint,slow_capacity_kWh_slot,medium_chargers,medium_footprint,medium_capacity_kWh_slot,fast_chargers,fast_footprint,fast_capacity_kWh_slot,PV_panels,Battery_units,Total_charger_footprint,Total_public_capacity_kWh_slot
0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,8.0,40.0,88.0,1.0,150.0,25.0,51.0,3.0,190.0,113.0
3,1.0,1.0,5.5,3.0,15.0,33.0,0.0,0.0,0.0,41.0,4.0,16.0,38.5
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1.0,1.0,5.5,3.0,15.0,33.0,0.0,0.0,0.0,44.0,5.0,16.0,38.5
13,-0.0,-0.0,-0.0,1.0,5.0,11.0,-0.0,-0.0,-0.0,0.0,0.0,5.0,11.0
14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1.0,1.0,5.5,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,16.5
16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1.0,1.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
24,0.0,0.0,0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
27,0.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.0,1.0,5.5,4.0,20.0,44.0,0.0,0.0,0.0,0.0,0.0,21.0,49.5
31,-0.0,-0.0,-0.0,1.0,5.0,11.0,1.0,150.0,25.0,140.0,6.0,155.0,36.0
32,1.0,1.0,5.5,6.0,30.0,66.0,0.0,0.0,0.0,137.0,5.0,31.0,71.5
33,1.0,1.0,5.5,4.0,20.0,44.0,0.0,0.0,0.0,202.0,7.0,21.0,49.5
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1.0,1.0,5.5,2.0,10.0,22.0,0.0,0.0,0.0,10.0,1.0,11.0,27.5
40,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
42,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
43,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,9.0,1.0,10.0,22.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.0,1.0,5.5,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,16.5
46,0.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
47,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
48,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
49,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
50,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
51,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
52,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
53,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,145.0,7.0,15.0,33.0
54,0.0,0.0,0.0,4.0,20.0,44.0,0.0,0.0,0.0,133.0,4.0,20.0,44.0
55,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
56,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,62.0,3.0,20.0,44.0
57,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
60,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
61,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,0.0,0.0,20.0,44.0
62,-0.0,-0.0,-0.0,13.0,65.0,143.0,0.0,0.0,0.0,290.0,6.0,65.0,143.0
63,0.0,0.0,0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
64,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,78.0,5.0,20.0,44.0
65,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,137.0,3.0,20.0,44.0
66,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,41.0,2.0,15.0,33.0
67,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,34.0,2.0,20.0,44.0
69,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,171.0,7.0,20.0,44.0
70,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
71,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
72,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
73,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-0.0,-0.0,-0.0,5.0,25.0,55.0,0.0,0.0,0.0,154.0,5.0,25.0,55.0
76,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,1.0,5.0,11.0,-0.0,-0.0,-0.0,0.0,0.0,5.0,11.0
78,-0.0,-0.0,-0.0,3.0,15.0,33.0,1.0,150.0,25.0,190.0,5.0,165.0,58.0
79,-0.0,-0.0,-0.0,6.0,30.0,66.0,0.0,0.0,0.0,223.0,7.0,30.0,66.0
80,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,183.0,4.0,20.0,44.0
81,-0.0,-0.0,-0.0,6.0,30.0,66.0,0.0,0.0,0.0,248.0,2.0,30.0,66.0
82,0.0,0.0,0.0,4.0,20.0,44.0,0.0,0.0,0.0,167.0,6.0,20.0,44.0
83,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
84,1.0,1.0,5.5,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5
85,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
86,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
87,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,39.0,4.0,20.0,44.0
88,4.0,4.0,22.0,-0.0,-0.0,-0.0,1.0,150.0,25.0,184.0,7.0,154.0,47.0
89,-0.0,-0.0,-0.0,5.0,25.0,55.0,0.0,0.0,0.0,87.0,3.0,25.0,55.0
90,0.0,0.0,0.0,4.0,20.0,44.0,0.0,0.0,0.0,148.0,6.0,20.0,44.0
91,0.0,0.0,0.0,3.0,15.0,33.0,1.0,150.0,25.0,369.0,5.0,165.0,58.0
92,-0.0,-0.0,-0.0,7.0,35.0,77.0,2.0,300.0,50.0,465.0,20.0,335.0,127.0
93,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,-0.0,-0.0,-0.0,1.0,5.0,11.0,1.0,150.0,25.0,93.0,7.0,155.0,36.0
95,2.0,2.0,11.0,4.0,20.0,44.0,0.0,0.0,0.0,263.0,12.0,22.0,55.0
96,-0.0,-0.0,-0.0,16.0,80.0,176.0,0.0,0.0,0.0,581.0,14.0,80.0,176.0
97,6.0,6.0,33.0,7.0,35.0,77.0,1.0,150.0,25.0,691.0,8.0,191.0,135.0
98,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,163.0,5.0,15.0,33.0
99,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
100,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
101,1.0,1.0,5.5,3.0,15.0,33.0,0.0,0.0,0.0,45.0,3.0,16.0,38.5
102,0.0,0.0,0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
103,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,115.0,4.0,20.0,44.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
107,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,59.0,4.0,10.0,22.0
108,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,71.0,4.0,10.0,22.0
109,-0.0,-0.0,-0.0,14.0,70.0,154.0,-0.0,-0.0,-0.0,446.0,5.0,70.0,154.0
110,1.0,1.0,5.5,7.0,35.0,77.0,1.0,150.0,25.0,258.0,18.0,186.0,107.5
111,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,150.0,25.0,93.0,6.0,150.0,25.0
112,0.0,0.0,0.0,2.0,10.0,22.0,1.0,150.0,25.0,232.0,10.0,160.0,47.0
113,0.0,0.0,0.0,9.0,45.0,99.0,2.0,300.0,50.0,777.0,12.0,345.0,149.0
114,1.0,1.0,5.5,2.0,10.0,22.0,1.0,150.0,25.0,322.0,10.0,161.0,52.5
115,0.0,0.0,0.0,2.0,10.0,22.0,0.0,0.0,0.0,54.0,3.0,10.0,22.0
116,-0.0,-0.0,-0.0,3.0,15.0,33.0,1.0,150.0,25.0,239.0,12.0,165.0,58.0
117,-0.0,-0.0,-0.0,3.0,15.0,33.0,2.0,300.0,50.0,328.0,7.0,315.0,83.0
118,0.0,0.0,0.0,3.0,15.0,33.0,2.0,300.0,50.0,431.0,12.0,315.0,83.0
119,-0.0,-0.0,-0.0,9.0,45.0,99.0,0.0,0.0,0.0,455.0,10.0,45.0,99.0
120,-0.0,-0.0,-0.0,5.0,25.0,55.0,0.0,0.0,0.0,104.0,5.0,25.0,55.0
121,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
122,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,105.0,7.0,15.0,33.0
123,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,133.0,6.0,15.0,33.0
124,0.0,0.0,0.0,4.0,20.0,44.0,0.0,0.0,0.0,132.0,4.0,20.0,44.0
125,-0.0,-0.0,-0.0,9.0,45.0,99.0,0.0,0.0,0.0,351.0,13.0,45.0,99.0
126,5.0,5.0,27.5,5.0,25.0,55.0,0.0,0.0,0.0,54.0,4.0,30.0,82.5
127,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
128,1.0,1.0,5.5,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,16.0,38.5
129,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,12.0,1.0,5.0,11.0
130,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,-0.0,-0.0,-0.0,1.0,5.0,11.0,-0.0,-0.0,-0.0,16.0,1.0,5.0,11.0
132,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,98.0,4.0,20.0,44.0
133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,-0.0,-0.0,-0.0,6.0,30.0,66.0,1.0,150.0,25.0,499.0,12.0,180.0,91.0
135,3.0,3.0,16.5,2.0,10.0,22.0,2.0,300.0,50.0,600.0,16.0,313.0,88.5
136,1.0,1.0,5.5,2.0,10.0,22.0,1.0,150.0,25.0,272.0,4.0,161.0,52.5
137,-0.0,-0.0,-0.0,3.0,15.0,33.0,1.0,150.0,25.0,324.0,9.0,165.0,58.0
138,-0.0,-0.0,-0.0,8.0,40.0,88.0,2.0,300.0,50.0,664.0,17.0,340.0,138.0
139,0.0,0.0,0.0,4.0,20.0,44.0,-0.0,-0.0,-0.0,67.0,6.0,20.0,44.0
140,-0.0,-0.0,-0.0,1.0,5.0,11.0,1.0,150.0,25.0,99.0,4.0,155.0,36.0
