dataset,scenario,technology_case,formulation,run_dir,elapsed_seconds,annual_profit_SEK,best_lb_SEK,final_ub_SEK,lbbd_gap_pct,iterations,cuts_generated,cuts_added_last_iter,energy_redirected_kWh,PV_panels_installed,battery_units_installed,chargers_slow_installed,chargers_medium_installed,chargers_fast_installed,grid_total_kWh,pv_used_total_kWh,battery_discharge_kWh,max_abs_soc_gap_Jan0_Dec48_kWh,slack_penalty_SEK
full,no_redirection,noPV_BESS,LBBD_noPV_BESS_type_aware_redirection,C:\Users\omkarp\Downloads\Opti\runs\2026-06-22_151237_full_no_redirection_LBBD_noPV_BESS,411.95837450027466,484646143.18816096,484646143.1881107,484646143.1881107,0.0,1,0,0,0.0,0.0,0.0,508.0,2335.0,168.0,115273211.16803172,0.0,0.0,0.0,0.0
