from_HexID,to_HexID,Month,TimeIndex,Distance_km,Energy_kWh_day,Energy_kWh_annual,Yarc,Trips,Tail_kWh
15,7,August,23,1.0885,4.132427433800386,128.10525044781195,1.0,-0.0,4.132427433800386
15,7,August,27,1.0885,9.511501612903224,294.85654999999997,1.0,-0.0,9.511501612903224
15,7,August,28,1.0885,9.511501612903226,294.85655,1.0,-0.0,9.511501612903226
15,7,August,29,1.0885,0.8106604838708531,25.130474999996444,1.0,-0.0,0.8106604838708531
15,7,August,30,1.0885,0.8106604838708913,25.13047499999763,1.0,-0.0,0.8106604838708913
15,7,August,31,1.0885,3.2405687181636966,100.45763026307459,1.0,-0.0,3.2405687181636966
15,7,August,33,1.0885,8.385808105049506,259.9600512565347,1.0,-0.0,8.385808105049506
15,7,August,34,1.0885,1.0395160602167919,32.22499786672055,1.0,-0.0,1.0395160602167919
15,7,August,35,1.0885,1.3991326612903228,43.373112500000005,1.0,-0.0,1.3991326612903228
15,7,August,36,1.0885,1.3991326612903228,43.373112500000005,1.0,-0.0,1.3991326612903228
15,7,December,16,1.0885,6.481363411250875,200.92226574877714,1.0,-0.0,6.481363411250875
15,7,December,17,1.0885,31.50861765740415,976.7671473795288,1.0,1.0,11.50861765740413
15,7,December,18,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,December,19,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,December,23,1.0885,4.132427433800389,128.10525044781207,1.0,-0.0,4.132427433800389
15,7,December,27,1.0885,7.523338611870216,233.2234969679767,1.0,-0.0,7.523338611870216
15,7,December,28,1.0885,7.996436940161956,247.88954514502063,1.0,-0.0,7.996436940161956
15,7,February,16,1.0885,6.481363411250886,181.47817551502482,1.0,-0.0,6.481363411250886
15,7,February,17,1.0885,31.50861765740415,882.2412944073162,1.0,1.0,11.508617657404152
15,7,February,18,1.0885,33.0,924.0,1.0,1.0,13.0
15,7,February,19,1.0885,33.0,924.0,1.0,1.0,13.0
15,7,February,23,1.0885,4.132427433799279,115.70796814637981,1.0,-0.0,4.132427433799279
15,7,February,27,1.0885,7.523338611870258,210.65348113236723,1.0,-0.0,7.523338611870258
15,7,February,28,1.0885,7.996436940161999,223.90023432453597,1.0,-0.0,7.996436940161999
15,7,February,33,1.0885,6.42298319390602,179.84352942936854,1.0,-0.0,6.42298319390602
15,7,January,16,1.0885,6.481363411250884,200.9222657487774,1.0,-0.0,6.481363411250884
15,7,January,17,1.0885,31.50861765740415,976.7671473795288,1.0,1.0,11.508617657404152
15,7,January,18,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,January,19,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,January,23,1.0885,4.132427433800386,128.10525044781195,1.0,-0.0,4.132427433800386
15,7,January,27,1.0885,7.52333861187023,233.22349696797713,1.0,-0.0,7.52333861187023
15,7,January,28,1.0885,7.996436940161999,247.88954514502197,1.0,-0.0,7.996436940161999
15,7,July,16,1.0885,6.481363411250886,200.92226574877745,1.0,-0.0,6.481363411250886
