Method,Model role,Solver calls,Max initial_rows,Median initial_rows,Max initial_columns,Median initial_columns,Max initial_nonzeros,Median initial_nonzeros,Max presolved_rows,Median presolved_rows,Max presolved_columns,Median presolved_columns,Max presolved_nonzeros,Median presolved_nonzeros,Max root_presolved_rows,Median root_presolved_rows,Max root_presolved_columns,Median root_presolved_columns,Max root_presolved_nonzeros,Median root_presolved_nonzeros,Max barrier_factor_memory_MB,Median barrier_factor_memory_MB,Max threads_used,Median threads_used,Total solver_seconds,Total work_units,Total nodes_explored,Total simplex_iterations,Rows removed by presolve,Columns removed by presolve
Monolithic,main_model,1,1189599.0,1189599.0,1340745.0,1340745.0,7590291.0,7590291.0,620092.0,620092.0,751179.0,751179.0,4258963.0,4258963.0,484581.0,484581.0,543806.0,543806.0,3049852.0,3049852.0,500.0,500.0,32.0,32.0,998.77,774.43,106.0,602954.0,0.47873863377491066,0.4397301500285289
Monolithic,other,1,1189599.0,1189599.0,1340745.0,1340745.0,7590291.0,7590291.0,620092.0,620092.0,751179.0,751179.0,4258963.0,4258963.0,484581.0,484581.0,543806.0,543806.0,3049852.0,3049852.0,500.0,500.0,32.0,32.0,998.77,774.43,106.0,602954.0,0.47873863377491066,0.4397301500285289
