iteration,Month,TimeIndex,cut_type,selection_rule,dual_selection,rhs_at_current_SEK,true_objective_SEK,theta_at_current_SEK,violation_SEK,nonzeros,n_arcs,n_vars,termination
1,November,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,238.7956866454741,238.7956866454741,0.0,238.7956866454741,15,130,1170,optimal
1,March,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,238.66274743849158,238.66274743849158,0.0,238.66274743849158,9,124,1116,optimal
1,June,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,232.92964839550012,232.92964839550012,0.0,232.92964839550012,6,126,1134,optimal
1,December,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,226.51515696142258,226.51515696142258,0.0,226.51515696142258,6,124,1116,optimal
1,June,13,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,225.78217994816208,225.78217994816208,0.0,225.78217994816208,10,118,1062,optimal
1,June,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,223.3038764115052,223.3038764115052,0.0,223.3038764115052,13,130,1170,optimal
1,March,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,222.06873869408508,222.06873869408508,0.0,222.06873869408508,5,130,1170,optimal
1,June,11,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,218.74034157426271,218.74034157426271,0.0,218.74034157426271,13,80,720,optimal
1,May,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,214.3688327726994,214.3688327726994,0.0,214.3688327726994,8,118,1062,optimal
1,March,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,211.47178901538987,211.47178901538987,0.0,211.47178901538987,10,130,1170,optimal
1,October,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,208.5138074999964,208.5138074999964,0.0,208.5138074999964,7,118,1062,optimal
1,September,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,208.41290549193408,208.41290549193408,0.0,208.41290549193408,13,128,1152,optimal
1,January,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,207.4820067061919,207.4820067061919,0.0,207.4820067061919,10,130,1170,optimal
1,July,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,205.5353297636912,205.5353297636912,0.0,205.5353297636912,12,130,1170,optimal
1,February,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,204.5943353199946,204.5943353199946,0.0,204.5943353199946,6,124,1116,optimal
1,May,32,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,201.45907256545843,201.45907256545843,0.0,201.45907256545843,11,126,1134,optimal
1,November,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,195.1949431864267,195.1949431864267,0.0,195.1949431864267,14,122,1098,optimal
1,August,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,187.00927499999818,187.00927499999818,0.0,187.00927499999818,4,118,1062,optimal
1,August,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,185.6739527510187,185.6739527510187,0.0,185.6739527510187,8,124,1116,optimal
1,July,37,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,178.7697082958171,178.7697082958171,0.0,178.7697082958171,6,108,972,optimal
1,November,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,176.86167714329048,176.86167714329048,0.0,176.86167714329048,8,124,1116,optimal
1,November,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,175.7908851235046,175.7908851235046,0.0,175.7908851235046,8,130,1170,optimal
1,August,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,174.3129377020328,174.3129377020328,0.0,174.3129377020328,12,126,1134,optimal
1,October,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,170.82122983867038,170.82122983867038,0.0,170.82122983867038,8,124,1116,optimal
1,September,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,165.46382144066385,165.46382144066385,0.0,165.46382144066385,5,130,1170,optimal
1,November,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,151.22661647191944,151.22661647191944,0.0,151.22661647191944,12,118,1062,optimal
1,February,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,149.45386862379308,149.45386862379308,0.0,149.45386862379308,9,118,1062,optimal
1,September,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,149.379755497138,149.379755497138,0.0,149.379755497138,3,128,1152,optimal
1,August,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,143.44828150795252,143.44828150795252,0.0,143.44828150795252,7,124,1116,optimal
1,January,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,135.0635665743837,135.0635665743837,0.0,135.0635665743837,3,90,810,optimal
1,May,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,135.0635665743837,135.0635665743837,0.0,135.0635665743837,3,90,810,optimal
1,July,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,135.0635665743837,135.0635665743837,0.0,135.0635665743837,3,90,810,optimal
1,August,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,135.0635665743837,135.0635665743837,0.0,135.0635665743837,3,90,810,optimal
1,August,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,133.52666367198523,133.52666367198523,0.0,133.52666367198523,6,130,1170,optimal
1,August,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,131.95099934704254,131.95099934704254,0.0,131.95099934704254,3,128,1152,optimal
1,April,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,130.70667733004876,130.70667733004876,0.0,130.70667733004876,3,90,810,optimal
1,June,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,130.70667733004876,130.70667733004876,0.0,130.70667733004876,3,90,810,optimal
1,February,15,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,129.53204436404064,129.53204436404064,0.0,129.53204436404064,4,126,1134,optimal
1,May,13,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,127.72088395279255,127.72088395279255,0.0,127.72088395279255,7,118,1062,optimal
1,March,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,124.44238060978041,124.44238060978041,0.0,124.44238060978041,4,126,1134,optimal
1,May,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,124.44238060978041,124.44238060978041,0.0,124.44238060978041,4,126,1134,optimal
1,July,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,124.44238060978041,124.44238060978041,0.0,124.44238060978041,4,126,1134,optimal
1,October,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,124.44238060978041,124.44238060978041,0.0,124.44238060978041,4,126,1134,optimal
1,December,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,124.44238060978041,124.44238060978041,0.0,124.44238060978041,4,126,1134,optimal
1,February,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,119.42763667296558,119.42763667296558,0.0,119.42763667296558,7,130,1170,optimal
1,November,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,118.80825165549167,118.80825165549167,0.0,118.80825165549167,7,126,1134,optimal
1,February,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,117.5224073458081,117.5224073458081,0.0,117.5224073458081,10,128,1152,optimal
1,February,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,112.39956958302747,112.39956958302747,0.0,112.39956958302747,4,126,1134,optimal
1,March,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,111.03436934704254,111.03436934704254,0.0,111.03436934704254,3,128,1152,optimal
1,July,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,85.06505731131656,85.06505731131656,0.0,85.06505731131656,4,122,1098,optimal
1,July,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,74.21762490314379,74.21762490314379,0.0,74.21762490314379,5,120,1080,optimal
1,April,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,68.0677040839543,68.0677040839543,0.0,68.0677040839543,14,92,828,optimal
1,October,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,67.53178328719186,67.53178328719186,0.0,67.53178328719186,2,90,810,optimal
1,November,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,65.35333866502438,65.35333866502438,0.0,65.35333866502438,2,90,810,optimal
1,March,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,64.29486578865124,64.29486578865124,0.0,64.29486578865124,5,106,954,optimal
1,December,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,64.29486578865124,64.29486578865124,0.0,64.29486578865124,5,106,954,optimal
1,July,13,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,62.70100266030844,62.70100266030844,0.0,62.70100266030844,3,118,1062,optimal
1,April,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,62.22083785998507,62.22083785998507,0.0,62.22083785998507,5,106,954,optimal
1,September,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,62.22083785998507,62.22083785998507,0.0,62.22083785998507,5,106,954,optimal
1,September,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,61.42399771995873,61.42399771995873,0.0,61.42399771995873,6,118,1062,optimal
1,February,4,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,60.996449420689416,60.996449420689416,0.0,60.996449420689416,2,90,810,optimal
1,March,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,60.43428937491906,60.43428937491906,0.0,60.43428937491906,10,112,1008,optimal
1,February,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,58.07278200265273,58.07278200265273,0.0,58.07278200265273,5,106,954,optimal
1,December,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,56.07549602098597,56.07549602098597,0.0,56.07549602098597,9,118,1062,optimal
1,May,36,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,53.19544375000001,53.19544375000001,0.0,53.19544375000001,4,120,1080,optimal
1,June,9,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,52.90387219168127,52.90387219168127,0.0,52.90387219168127,8,32,288,optimal
1,July,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,51.93653863656423,51.93653863656423,0.0,51.93653863656423,12,92,828,optimal
1,July,11,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,50.99825625000001,50.99825625000001,0.0,50.99825625000001,4,80,720,optimal
1,September,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,50.261166422481516,50.261166422481516,0.0,50.261166422481516,12,92,828,optimal
1,January,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,44.56140102098697,44.56140102098697,0.0,44.56140102098697,5,118,1062,optimal
1,June,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,39.89726491927652,39.89726491927652,0.0,39.89726491927652,10,112,1008,optimal
1,February,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,37.463696333909155,37.463696333909155,0.0,37.463696333909155,7,130,1170,optimal
1,August,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,36.800177833710414,36.800177833710414,0.0,36.800177833710414,3,92,828,optimal
1,June,10,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,35.67541874999659,35.67541874999659,0.0,35.67541874999659,7,32,288,optimal
1,February,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,33.23887030141586,33.23887030141586,0.0,33.23887030141586,3,92,828,optimal
1,May,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,32.14743289432562,32.14743289432562,0.0,32.14743289432562,3,106,954,optimal
1,July,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,32.14743289432562,32.14743289432562,0.0,32.14743289432562,3,106,954,optimal
1,August,39,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,32.14743289432562,32.14743289432562,0.0,32.14743289432562,3,106,954,optimal
1,July,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,31.8604625,31.8604625,0.0,31.8604625,5,130,1170,optimal
1,June,37,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,25.457925245212948,25.457925245212948,0.0,25.457925245212948,5,108,972,optimal
1,July,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,25.380700510493487,25.380700510493487,0.0,25.380700510493487,8,118,1062,optimal
1,December,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,21.684289374919064,21.684289374919064,0.0,21.684289374919064,7,112,1008,optimal
1,September,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,20.984796169276514,20.984796169276514,0.0,20.984796169276514,7,112,1008,optimal
1,November,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,20.984796169276514,20.984796169276514,0.0,20.984796169276514,7,112,1008,optimal
1,June,7,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,20.88663007444515,20.88663007444515,0.0,20.88663007444515,10,24,216,optimal
1,August,32,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,19.500485984162403,19.500485984162403,0.0,19.500485984162403,3,126,1134,optimal
1,August,11,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,19.242487500000003,19.242487500000003,0.0,19.242487500000003,4,80,720,optimal
1,January,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,18.400088916855207,18.400088916855207,0.0,18.400088916855207,2,92,828,optimal
1,May,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,18.400088916855207,18.400088916855207,0.0,18.400088916855207,2,92,828,optimal
1,October,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,18.400088916855207,18.400088916855207,0.0,18.400088916855207,2,92,828,optimal
1,December,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,18.400088916855207,18.400088916855207,0.0,18.400088916855207,2,92,828,optimal
1,June,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,17.80653766147278,17.80653766147278,0.0,17.80653766147278,2,92,828,optimal
1,November,3,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,17.80653766147278,17.80653766147278,0.0,17.80653766147278,2,92,828,optimal
1,March,2,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,15.536814397556562,15.536814397556562,0.0,15.536814397556562,9,90,810,optimal
1,October,2,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,15.536814397556562,15.536814397556562,0.0,15.536814397556562,9,90,810,optimal
1,April,2,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,15.03562683634506,15.03562683634506,0.0,15.03562683634506,9,90,810,optimal
1,November,2,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,15.03562683634506,15.03562683634506,0.0,15.03562683634506,9,90,810,optimal
1,April,11,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,14.894100000000003,14.894100000000003,0.0,14.894100000000003,4,80,720,optimal
1,January,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,10.842144687459532,10.842144687459532,0.0,10.842144687459532,4,112,1008,optimal
1,August,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,10.842144687459532,10.842144687459532,0.0,10.842144687459532,4,112,1008,optimal
1,April,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,10.492398084638257,10.492398084638257,0.0,10.492398084638257,4,112,1008,optimal
1,July,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,10.010210447527516,10.010210447527516,0.0,10.010210447527516,5,128,1152,optimal
1,February,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,9.792904878995706,9.792904878995706,0.0,9.792904878995706,4,112,1008,optimal
1,July,32,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,9.750242992081201,9.750242992081201,0.0,9.750242992081201,2,126,1134,optimal
1,September,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,9.082590141002385,9.082590141002385,0.0,9.082590141002385,3,130,1170,optimal
1,March,37,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,8.960186362540856,8.960186362540856,0.0,8.960186362540856,6,108,972,optimal
1,February,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,6.580361763330927,6.580361763330927,0.0,6.580361763330927,3,130,1170,optimal
1,September,11,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,2.0231437500000005,2.0231437500000005,0.0,2.0231437500000005,4,80,720,optimal
2,June,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1660.6661070561083,1660.6661070561083,0.0,1660.6661070561083,19,130,1170,optimal
2,July,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1602.592703288596,1602.592703288596,0.0,1602.592703288596,23,130,1170,optimal
2,August,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1416.252365992615,1416.252365992615,0.0,1416.252365992615,23,130,1170,optimal
2,January,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1351.0981335226952,1351.0981335226952,0.0,1351.0981335226952,13,130,1170,optimal
2,March,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1319.7812154524802,1319.7812154524802,0.0,1319.7812154524802,19,130,1170,optimal
2,May,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1308.4029808188989,1308.4029808188989,0.0,1308.4029808188989,18,130,1170,optimal
2,November,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1307.5143227638985,1307.5143227638985,0.0,1307.5143227638985,13,130,1170,optimal
2,March,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1250.0876150120025,1250.0876150120025,0.0,1250.0876150120025,20,126,1134,optimal
2,October,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1244.3841869613393,1244.3841869613393,0.0,1244.3841869613393,20,130,1170,optimal
2,April,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1233.8798871777904,1233.8798871777904,0.0,1233.8798871777904,12,126,1134,optimal
2,May,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1186.0317694905818,1186.0317694905818,0.0,1186.0317694905818,5,130,1170,optimal
2,May,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1151.4883533113903,1151.4883533113903,0.0,1151.4883533113903,12,126,1134,optimal
2,May,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1112.0007582234234,1112.0007582234234,0.0,1112.0007582234234,23,122,1098,optimal
2,December,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1062.4577787441658,1062.4577787441658,0.0,1062.4577787441658,19,130,1170,optimal
2,October,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1058.8596510003047,1058.8596510003047,0.0,1058.8596510003047,17,126,1134,optimal
2,November,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,997.8146594793504,997.8146594793504,0.0,997.8146594793504,13,122,1098,optimal
2,April,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,953.8854272686531,953.8854272686531,0.0,953.8854272686531,19,122,1098,optimal
2,May,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,887.2493962499984,887.2493962499984,0.0,887.2493962499984,11,122,1098,optimal
2,May,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,803.1311800423991,803.1311800423991,0.0,803.1311800423991,7,124,1116,optimal
2,April,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,802.0919706662015,802.0919706662015,0.0,802.0919706662015,18,130,1170,optimal
2,January,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,795.8302238866904,795.8302238866904,0.0,795.8302238866904,20,130,1170,optimal
2,June,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,785.6296414239447,785.6296414239447,0.0,785.6296414239447,20,118,1062,optimal
2,June,13,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,780.5015898871362,780.5015898871362,0.0,780.5015898871362,12,118,1062,optimal
2,June,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,758.741932836656,758.741932836656,0.0,758.741932836656,19,128,1152,optimal
2,January,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,752.5986802685297,752.5986802685297,0.0,752.5986802685297,9,130,1170,optimal
2,August,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,752.5986802685297,752.5986802685297,0.0,752.5986802685297,9,130,1170,optimal
2,June,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,737.5660469502872,737.5660469502872,0.0,737.5660469502872,14,124,1116,optimal
2,August,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,729.4919666807101,729.4919666807101,0.0,729.4919666807101,6,130,1170,optimal
2,September,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,728.3213034856739,728.3213034856739,0.0,728.3213034856739,9,130,1170,optimal
2,November,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,713.520215198389,713.520215198389,0.0,713.520215198389,5,124,1116,optimal
2,May,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,703.8241918632068,703.8241918632068,0.0,703.8241918632068,15,126,1134,optimal
2,July,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,703.2425398216195,703.2425398216195,0.0,703.2425398216195,15,130,1170,optimal
2,April,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,699.1754049354117,699.1754049354117,0.0,699.1754049354117,16,122,1098,optimal
2,June,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,698.6834943158999,698.6834943158999,0.0,698.6834943158999,26,130,1170,optimal
2,June,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,658.1059885611412,658.1059885611412,0.0,658.1059885611412,19,122,1098,optimal
2,August,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,648.2154243218043,648.2154243218043,0.0,648.2154243218043,22,126,1134,optimal
2,July,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,638.6474096182556,638.6474096182556,0.0,638.6474096182556,7,124,1116,optimal
2,May,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,630.0259190731043,630.0259190731043,0.0,630.0259190731043,13,130,1170,optimal
2,May,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,625.2899595772011,625.2899595772011,0.0,625.2899595772011,11,124,1116,optimal
2,June,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,622.5697426919037,622.5697426919037,0.0,622.5697426919037,21,128,1152,optimal
2,October,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,618.9529071454881,618.9529071454881,0.0,618.9529071454881,25,122,1098,optimal
2,November,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,571.0854313800353,571.0854313800353,0.0,571.0854313800353,20,130,1170,optimal
2,October,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,554.6061030224828,554.6061030224828,0.0,554.6061030224828,14,124,1116,optimal
2,October,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,549.0374915964701,549.0374915964701,0.0,549.0374915964701,8,130,1170,optimal
2,December,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,549.0374915964701,549.0374915964701,0.0,549.0374915964701,8,130,1170,optimal
2,September,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,548.9940119662747,548.9940119662747,0.0,548.9940119662747,15,118,1062,optimal
2,June,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,537.9046153325089,537.9046153325089,0.0,537.9046153325089,13,130,1170,optimal
2,February,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,526.4301377774584,526.4301377774584,0.0,526.4301377774584,9,130,1170,optimal
2,July,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,526.3831425548553,526.3831425548553,0.0,526.3831425548553,10,118,1062,optimal
2,October,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,511.6915514317876,511.6915514317876,0.0,511.6915514317876,7,126,1134,optimal
2,September,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,485.8653540125638,485.8653540125638,0.0,485.8653540125638,15,130,1170,optimal
2,May,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,472.7690179703464,472.7690179703464,0.0,472.7690179703464,7,118,1062,optimal
2,October,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,469.191853097113,469.191853097113,0.0,469.191853097113,22,130,1170,optimal
2,July,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,468.06088618789215,468.06088618789215,0.0,468.06088618789215,19,130,1170,optimal
2,April,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,463.00608480119274,463.00608480119274,0.0,463.00608480119274,6,122,1098,optimal
2,December,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,454.0825253972905,454.0825253972905,0.0,454.0825253972905,8,120,1080,optimal
2,May,32,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,423.32260152320964,423.32260152320964,0.0,423.32260152320964,14,126,1134,optimal
2,June,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,423.2030386738936,423.2030386738936,0.0,423.2030386738936,13,124,1116,optimal
2,April,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,419.9216857135418,419.9216857135418,0.0,419.9216857135418,15,130,1170,optimal
2,January,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,419.7877715924816,419.7877715924816,0.0,419.7877715924816,8,124,1116,optimal
2,June,32,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,419.6057130006741,419.6057130006741,0.0,419.6057130006741,15,126,1134,optimal
2,June,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,413.6544529292601,413.6544529292601,0.0,413.6544529292601,4,122,1098,optimal
2,May,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,402.6346092033467,402.6346092033467,0.0,402.6346092033467,5,122,1098,optimal
2,February,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,378.5359220453412,378.5359220453412,0.0,378.5359220453412,7,124,1116,optimal
2,May,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,373.16323934704286,373.16323934704286,0.0,373.16323934704286,3,128,1152,optimal
2,May,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,371.9653088030076,371.9653088030076,0.0,371.9653088030076,5,128,1152,optimal
2,June,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,364.3561605637702,364.3561605637702,0.0,364.3561605637702,4,120,1080,optimal
2,July,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,362.53069159131024,362.53069159131024,0.0,362.53069159131024,6,122,1098,optimal
2,May,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,349.2802841031723,349.2802841031723,0.0,349.2802841031723,4,130,1170,optimal
2,May,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,349.25974880031214,349.25974880031214,0.0,349.25974880031214,17,130,1170,optimal
2,July,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,334.4689959125198,334.4689959125198,0.0,334.4689959125198,12,130,1170,optimal
2,July,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,333.25197119408523,333.25197119408523,0.0,333.25197119408523,5,128,1152,optimal
