from_HexID,to_HexID,distance,euclidean_m,from_node_x,from_node_y,to_node_x,to_node_y
50,24,1216.4485749736352,5408.326913195839,314231.13800630294,6390341.8419710025,313503.1677784956,6390338.208645984
50,49,1195.7045880141911,866.0254037844134,314231.13800630294,6390341.8419710025,313516.4305683987,6390322.858442024
50,51,1487.8941412637892,866.0254037844134,314231.13800630294,6390341.8419710025,315130.68448726885,6390259.534846709
50,61,1137.1545623751113,866.0254037844178,314231.13800630294,6390341.8419710025,313842.8623026933,6391005.971571843
50,62,984.0148475395785,866.0254037844469,314231.13800630294,6390341.8419710025,314710.1458469591,6390986.899903767
51,50,1487.894141263789,866.0254037844134,315130.68448726885,6390259.534846709,314231.13800630294,6390341.8419710025
51,62,1287.57581604632,866.0254037844178,315130.68448726885,6390259.534846709,314710.1458469591,6390986.899903767
51,63,1372.5997475630431,866.0254037844469,315130.68448726885,6390259.534846709,315431.23915629357,6391196.696583137
52,53,915.975603643073,866.0254037843551,316136.52022941987,6390249.917093911,316905.1084366471,6390246.0095990095
52,64,1224.7007799489231,866.0254037844469,316136.52022941987,6390249.917093911,316546.13626295363,6391033.4029904315
53,52,915.9756036430732,866.0254037843551,316905.1084366471,6390246.0095990095,316136.52022941987,6390249.917093911
53,64,1339.4862582934693,866.0254037843887,316905.1084366471,6390246.0095990095,316546.13626295363,6391033.4029904315
53,65,1381.9465630669788,866.025403784476,316905.1084366471,6390246.0095990095,317223.8176006817,6391012.586103777
55,69,1414.0853122007206,866.0254037844469,322073.64241300576,6390203.308769785,322500.19207144924,6390982.666669561
56,40,1428.1741210735443,866.0254037844178,322978.09467654437,6390255.024443072,322509.8625844213,6389495.169982658
56,41,910.3800642628221,866.025403784476,322978.09467654437,6390255.024443072,323351.5572121304,6389513.444290645
56,57,794.0925830924308,866.0254037845298,322978.09467654437,6390255.024443072,323555.3605822207,6390180.261503438
56,70,1460.1135688416919,866.025403784476,322978.09467654437,6390255.024443072,323372.45480427076,6390986.108679111
57,41,1124.8453077979614,866.0254037844469,323555.3605822207,6390180.261503438,323351.5572121304,6389513.444290645
57,56,794.0925830924313,866.0254037845298,323555.3605822207,6390180.261503438,322978.09467654437,6390255.024443072
57,70,871.7100701678139,866.0254037844469,323555.3605822207,6390180.261503438,323372.45480427076,6390986.108679111
58,44,1023.2001275043838,866.0254037844178,326453.1979061328,6390105.028689704,325885.3428454938,6389574.878069813
59,71,512.868501500178,866.0254037844178,329678.61647940945,6390294.485295166,329602.9856474059,6390746.0127400085
60,47,428.3991425801334,866.0254037844178,311967.9916332533,6393720.984218447,312097.28436295985,6393516.523587583
60,48,428.3991425801334,866.0254037844469,311967.9916332533,6393720.984218447,312097.28436295985,6393516.523587583
60,85,14.039627982246659,1500.0000000009313,311967.9916332533,6393720.984218447,311962.47489320236,6393733.862050809
60,105,14.039627982246659,2291.2878474769977,311967.9916332533,6393720.984218447,311962.47489320236,6393733.862050809
60,106,14.039627982246659,2291.2878474770087,311967.9916332533,6393720.984218447,311962.47489320236,6393733.862050809
60,129,452.913247531814,3122.498999199192,311967.9916332533,6393720.984218447,311944.82352984924,6393966.158865679
60,130,452.913247531814,3464.1016151377585,311967.9916332533,6393720.984218447,311944.82352984924,6393966.158865679
60,131,351.04099074736706,5267.826876426313,311967.9916332533,6393720.984218447,312115.47356200335,6393991.707324323
60,153,899.7982102454035,3968.626966596883,311967.9916332533,6393720.984218447,311966.18437224627,6394458.689555883
61,9,1215.9607319665613,5999.999999999919,313842.8623026933,6391005.971571843,313503.1677784956,6390338.208645984
61,10,1327.6376108370332,5267.826876426266,313842.8623026933,6391005.971571843,313640.4822846325,6390070.13614964
61,23,1152.149504309028,6062.177826490945,313842.8623026933,6391005.971571843,313469.4151835079,6390432.268634575
61,24,1215.9607319665613,5267.82687642627,313842.8623026933,6391005.971571843,313503.1677784956,6390338.208645984
61,37,694.0824956461676,5408.326913195894,313842.8623026933,6391005.971571843,313242.3060945079,6391032.46820971
61,49,1195.2167450071172,866.0254037844469,313842.8623026933,6391005.971571843,313516.4305683987,6390322.858442024
61,50,1137.154562375111,866.0254037844178,313842.8623026933,6391005.971571843,314231.13800630294,6390341.8419710025
61,62,1108.7563003410858,866.0254037844134,313842.8623026933,6391005.971571843,314710.1458469591,6390986.899903767
61,75,1447.9935689153206,866.0254037836113,313842.8623026933,6391005.971571843,314270.50516398996,6391721.863195854
62,50,984.0148475395785,866.0254037844469,314710.1458469591,6390986.899903767,314231.13800630294,6390341.8419710025
62,51,1287.5758160463192,866.0254037844178,314710.1458469591,6390986.899903767,315130.68448726885,6390259.534846709
62,61,1108.7563003410855,866.0254037844134,314710.1458469591,6390986.899903767,313842.8623026933,6391005.971571843
62,63,952.0474043005964,866.0254037844134,314710.1458469591,6390986.899903767,315431.23915629357,6391196.696583137
62,75,1047.1347580811962,866.0254037836403,314710.1458469591,6390986.899903767,314270.50516398996,6391721.863195854
62,76,1203.2445180124926,866.0254037836113,314710.1458469591,6390986.899903767,315146.24489779817,6391746.759266345
63,51,1372.599747563044,866.0254037844469,315431.23915629357,6391196.696583137,315130.68448726885,6390259.534846709
63,62,952.0474043005961,866.0254037844134,315431.23915629357,6391196.696583137,314710.1458469591,6390986.899903767
63,76,742.9990027241885,866.0254037836403,315431.23915629357,6391196.696583137,315146.24489779817,6391746.759266345
64,52,1224.7007799489222,866.0254037844469,316546.13626295363,6391033.4029904315,316136.52022941987,6390249.917093911
64,53,1339.4862582934695,866.0254037843887,316546.13626295363,6391033.4029904315,316905.1084366471,6390246.0095990095
64,65,1453.8522618440784,866.0254037844134,316546.13626295363,6391033.4029904315,317223.8176006817,6391012.586103777
64,77,1006.851537150044,866.0254037836403,316546.13626295363,6391033.4029904315,316034.0841988829,6391749.753943082
64,78,1155.8183683525863,866.0254037835821,316546.13626295363,6391033.4029904315,316873.9008200252,6391752.284065787
65,53,1381.9465630669793,866.025403784476,317223.8176006817,6391012.586103777,316905.1084366471,6390246.0095990095
65,64,1453.8522618440788,866.0254037844134,317223.8176006817,6391012.586103777,316546.13626295363,6391033.4029904315
66,67,1063.4365148601435,866.0254037843551,318156.62612335535,6390980.8801902775,318970.84973515314,6390989.240230901
66,79,1426.7929711620527,866.0254037836403,318156.62612335535,6390980.8801902775,317704.84034968994,6391756.524912517
67,66,1063.4365148601435,866.0254037843551,318970.84973515314,6390989.240230901,318156.62612335535,6390980.8801902775
67,80,1053.7443745791234,866.0254037836113,318970.84973515314,6390989.240230901,318601.7082376577,6391748.938199995
68,81,1185.0084284383959,866.0254037835531,321634.13543411146,6391020.920416384,322070.8785601797,6391750.846499555
69,55,1414.085312200721,866.0254037844469,322500.19207144924,6390982.666669561,322073.64241300576,6390203.308769785
69,81,1120.3494514763838,866.0254037836403,322500.19207144924,6390982.666669561,322070.8785601797,6391750.846499555
70,56,1460.1135688416916,866.025403784476,323372.45480427076,6390986.108679111,322978.09467654437,6390255.024443072
70,57,871.7100701678138,866.0254037844469,323372.45480427076,6390986.108679111,323555.3605822207,6390180.261503438
71,59,512.868501500178,866.0254037844178,329602.9856474059,6390746.0127400085,329678.61647940945,6390294.485295166
72,73,1442.6817685569065,866.0254037844134,331262.98400371196,6391006.285585306,332097.6693023824,6390991.199464317
72,84,1185.3169473651303,866.0254037836113,331262.98400371196,6391006.285585306,331673.1366916805,6391835.15499501
73,72,1442.6817685569065,866.0254037844134,332097.6693023824,6390991.199464317,331262.98400371196,6391006.285585306
73,84,1341.8943215143374,866.0254037836403,332097.6693023824,6390991.199464317,331673.1366916805,6391835.15499501
74,75,662.7332825523869,866.0254037844134,313751.24421195075,6391823.775427045,314270.50516398996,6391721.863195854
75,61,1447.9935689153203,866.0254037836113,314270.50516398996,6391721.863195854,313842.8623026933,6391005.971571843
75,62,1047.1347580811964,866.0254037836403,314270.50516398996,6391721.863195854,314710.1458469591,6390986.899903767
75,74,662.7332825523868,866.0254037844134,314270.50516398996,6391721.863195854,313751.24421195075,6391823.775427045
76,62,1203.2445180124923,866.0254037836113,315146.24489779817,6391746.759266345,314710.1458469591,6390986.899903767
76,63,742.9990027241884,866.0254037836403,315146.24489779817,6391746.759266345,315431.23915629357,6391196.696583137
76,88,1364.2493916985056,866.0254037860309,315146.24489779817,6391746.759266345,314747.3355243168,6392553.651260628
76,89,1212.762938857484,866.02540378606,315146.24489779817,6391746.759266345,315573.10019748204,6392494.490623136
77,64,1006.8515371500444,866.0254037836403,316034.0841988829,6391749.753943082,316546.13626295363,6391033.4029904315
77,78,1491.6528543116015,866.0254037843551,316034.0841988829,6391749.753943082,316873.9008200252,6391752.284065787
77,90,1295.1011544854293,866.02540378606,316034.0841988829,6391749.753943082,316423.79893007234,6392480.144614132
78,64,1155.8183683525858,866.0254037835821,316873.9008200252,6391752.284065787,316546.13626295363,6391033.4029904315
78,77,1491.6528543116017,866.0254037843551,316873.9008200252,6391752.284065787,316034.0841988829,6391749.753943082
78,79,1249.7795880594283,866.0254037844716,316873.9008200252,6391752.284065787,317704.84034968994,6391756.524912517
78,90,1275.2280329661007,866.0254037860018,316873.9008200252,6391752.284065787,316423.79893007234,6392480.144614132
78,91,1442.064861720782,866.0254037860891,316873.9008200252,6391752.284065787,317307.2589547945,6392507.575671146
79,66,1426.7929711620518,866.0254037836403,317704.84034968994,6391756.524912517,318156.62612335535,6390980.8801902775
79,78,1249.7795880594283,866.0254037844716,317704.84034968994,6391756.524912517,316873.9008200252,6391752.284065787
79,80,1244.9201808709167,866.0254037844134,317704.84034968994,6391756.524912517,318601.7082376577,6391748.938199995
80,67,1053.7443745791234,866.0254037836113,318601.7082376577,6391748.938199995,318970.84973515314,6390989.240230901
80,79,1244.9201808709176,866.0254037844134,318601.7082376577,6391748.938199995,317704.84034968994,6391756.524912517
80,92,1297.5335507487414,866.0254037860309,318601.7082376577,6391748.938199995,318168.17460961035,6392474.192870369
80,93,1153.851452752972,866.0254037860309,318601.7082376577,6391748.938199995,319040.28434066987,6392452.733608724
81,68,1185.0084284383959,866.0254037835531,322070.8785601797,6391750.846499555,321634.13543411146,6391020.920416384
81,69,1120.3494514763845,866.0254037836403,322070.8785601797,6391750.846499555,322500.19207144924,6390982.666669561
81,96,1317.85626460646,866.0254037859727,322070.8785601797,6391750.846499555,321627.3414653154,6392495.831463852
83,103,838.2998138447157,866.0254037860309,330863.3779939848,6391919.730032325,331096.12032479723,6392488.030329096
84,72,1185.3169473651299,866.0254037836113,331673.1366916805,6391835.15499501,331262.98400371196,6391006.285585306
84,73,1341.894321514337,866.0254037836403,331673.1366916805,6391835.15499501,332097.6693023824,6390991.199464317
84,103,1225.9291550510693,866.0254037860309,331673.1366916805,6391835.15499501,331096.12032479723,6392488.030329096
85,47,414.35951459788674,2291.2878474788267,311962.47489320236,6393733.862050809,312097.28436295985,6393516.523587583
85,48,414.35951459788674,2291.2878474788376,311962.47489320236,6393733.862050809,312097.28436295985,6393516.523587583
85,60,14.039627982246659,1500.0000000009313,311962.47489320236,6393733.862050809,311967.9916332533,6393720.984218447
85,105,0.0,866.0254037828047,311962.47489320236,6393733.862050809,311962.47489320236,6393733.862050809
85,106,0.0,866.0254037828338,311962.47489320236,6393733.862050809,311962.47489320236,6393733.862050809
85,129,438.8736195495674,1732.0508075680582,311962.47489320236,6393733.862050809,311944.82352984924,6393966.158865679
85,130,438.8736195495674,2291.287847477316,311962.47489320236,6393733.862050809,311944.82352984924,6393966.158865679
85,131,337.00136276512046,4582.575694955471,311962.47489320236,6393733.862050809,312115.47356200335,6393991.707324323
85,153,885.758582263157,2598.0762113525047,311962.47489320236,6393733.862050809,311966.18437224627,6394458.689555883
86,87,1262.5596259497754,866.0254037844134,313159.6603077285,6392649.462430158,313856.9690198974,6392512.110204819
86,108,943.7639980505779,866.0254037828047,313159.6603077285,6392649.462430158,313419.66668562265,6393218.226622629
87,86,1262.559625949775,866.0254037844134,313856.9690198974,6392512.110204819,313159.6603077285,6392649.462430158
87,88,1468.080563851645,866.0254037844134,313856.9690198974,6392512.110204819,314747.3355243168,6392553.651260628
87,108,1310.4387964577973,866.0254037828338,313856.9690198974,6392512.110204819,313419.66668562265,6393218.226622629
87,109,1087.2653444345658,866.0254037828047,313856.9690198974,6392512.110204819,314251.22021462524,6393240.454967705
88,76,1364.249391698506,866.0254037860309,314747.3355243168,6392553.651260628,315146.24489779817,6391746.759266345
88,87,1468.0805638516442,866.0254037844134,314747.3355243168,6392553.651260628,313856.9690198974,6392512.110204819
88,89,1258.4501643793317,866.0254037844134,314747.3355243168,6392553.651260628,315573.10019748204,6392494.490623136
88,109,1104.022398225174,866.0254037828338,314747.3355243168,6392553.651260628,314251.22021462524,6393240.454967705
88,110,1057.8272548014668,866.0254037828047,314747.3355243168,6392553.651260628,315143.91715695127,6393259.712193158
89,76,1212.7629388574842,866.02540378606,315573.10019748204,6392494.490623136,315146.24489779817,6391746.759266345
89,88,1258.450164379332,866.0254037844134,315573.10019748204,6392494.490623136,314747.3355243168,6392553.651260628
89,110,1119.066112249362,866.0254037828338,315573.10019748204,6392494.490623136,315143.91715695127,6393259.712193158
