dataset,scenario,technology_case,formulation,run_dir,elapsed_seconds,annual_profit_SEK,best_lb_SEK,final_ub_SEK,lbbd_gap_pct,iterations,cuts_generated,cuts_added_last_iter,energy_redirected_kWh,PV_panels_installed,battery_units_installed,chargers_slow_installed,chargers_medium_installed,chargers_fast_installed,grid_total_kWh,pv_used_total_kWh,battery_discharge_kWh,max_abs_soc_gap_Jan0_Dec48_kWh,slack_penalty_SEK
full,no_redirection,PV_BESS,LBBD_PV_BESS_type_aware_redirection,C:\Users\omkarp\Downloads\Opti\runs\2026-06-22_151948_full_no_redirection_LBBD_PV_BESS,504.1600203514099,502020325.24377334,502020325.24372613,502020325.24372613,0.0,1,0,0,0.0,78942.0,2473.0,508.0,2335.0,168.0,83833039.85096523,32614243.99612484,10544164.98738292,4.18006814940577,0.0
