ChargerType,DemandClass,AnnualEnergy_kWh,InstalledChargers,AnnualCapacity_kWh,CapacityRatio_all_classes
slow,home,496521.3908828016,508.0,48950880.0,
slow,public,1546190.5373567308,508.0,48950880.0,
slow,ALL,2042711.9282395323,508.0,48950880.0,0.041729830561565644
medium,home,11883828.397567179,2335.0,450001200.0,
medium,public,68160871.78223868,2335.0,450001200.0,
medium,ALL,80044700.17980586,2335.0,450001200.0,0.17787663717298055
fast,home,3779866.3866138645,168.0,73584000.0,
fast,public,29405932.673374068,168.0,73584000.0,
fast,ALL,33185799.059987932,168.0,73584000.0,0.4509920507173833
